run_id,query_version,query,source_api,source_id,doi,title,year,authors,type,abstract,landing_url,pdf_url,license,oa_status,ontology_score,provisional_score,automatic_signal,decision,decision_reason,manual_centrality,manual_product_relevance,manual_documentary_evidence,manual_actionable_contribution,reviewer,review_date,manual_total,screening_decision,screening_reason,evidence_basis,author_review
20260831T003810Z,1.0.0,"""voice user interface"" design",OpenAlex,https://openalex.org/W4246809114,https://doi.org/10.1007/978-1-4842-4125-7,Voice User Interface Design,2018,Ritwik Dasgupta,book,Use this book to design and implement voice user interfaces. You will be guided as you move from a GUI world to mixed-modal interactions with GUI and VUI. This book gives you a close view across major companies via real-world applications and case studies.,https://doi.org/10.1007/978-1-4842-4125-7,https://link.springer.com/content/pdf/bfm:978-1-4842-4125-7/1?pdf=chapter%20toc,,bronze,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,2,1,Codex: primeira passagem governada,2026-08-30,10,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""voice user interface"" design",OpenAlex,https://openalex.org/W108670235,,Voice User Interface Design Patterns.,2006,Dirk Schnelle; Fernando Lyardet,conference-paper,"AbstractWepresentinthispaperasetofdesignpatternswehaveminedinthe area of Voice User Interfaces (VUI). In a previous paper [14], weintroducedseveralpatternsregardingfundamentalissuesofdevelopingavoiceapplication. Inthispaperweexplorefurtheraspectsconcerningtheinternalstructureofanaudiointerface,theconstructionofthein-teractionstyle,thesystemresponsearchitecture,andimplementationstrategiestomeetthedemandsofrealworldscenarios. 1 Introduction VoiceUserInterfacesareparticularlydi culttobuildduetotheirtransientand invisible nature. Unlike visual interfaces, once the commands and ac-tions have been communicated to the user, they are not there anymore.Another particular aspect of VUI is that the interaction with the user in-terface is not only aected by the objective limitations of a voice channel,buthumanfactorsplayadecisiverole: auditiveandorientationcapabilities,attention,clarity,diction,speed,andambientnoise.Thedesignpatternspresentedin[14]demonstratedthatitispossibletobuildalanguagetotalkaboutVUIdesigns. Inthispaperwecontinuebuild-ing this new pattern language, focusing on the dierent dialog strategies,auditorydesign,andusagescenarios.The structure of the paper is as follows: we rst provide an overviewof the whole pattern language. Afterwards, we introduce the discoveredpatternsgroupedbytheVUIdesignaspecttheyaddress: InteractionStyle,theorganizationofaspokenresponseanda nalsetofpatternsthataddressvoiceusabilityissuesinlargescalesettings.B3-1",http://tubiblio.ulb.tu-darmstadt.de/view/person/Schnelle=3ADirk=3A=3A.html>,,,closed,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,3,2,1,0,Codex: primeira passagem governada,2026-08-30,6,full-text-review,Título sem DOI e sem resumo. É necessário identificar a obra e distinguir o padrão documental de outras fontes sobre VUI.,title+abstract,required
20260831T003810Z,1.0.0,"""conversational agent design""",OpenAlex,https://openalex.org/W3082818995,https://doi.org/10.1080/10447318.2020.1807710,Systematic Review: Trust-Building Factors and Implications for Conversational Agent Design,2020,Minjin Rheu; Ji Youn Shin; Wei Peng; Jina Huh,review,"Minjin Rheua*, Ji Youn Shina, Wei Penga & Jina Huh-Yooba Media and Information, Michigan State University, East Lansing, Michigan, USAb Department of Information Science, Drexel University, Philadelphia, Pennsylvania, USAMinjin Rheu is a Ph.D. candidate in the Department of Media and Information at Michigan State University. Her research delves into how specific designs or features of communication technology influences users’ motivational and cognitive processes through which people change or adopt their health and prosocial behaviors.Ji Youn Shin is a Ph.D. student in the Department of Media and Information at Michigan State University. Her research includes human-computer interaction, human-centered design, and health communication. She designs and evaluates technologies for supporting individuals’ health and wellness in various health contexts, including family caregiving and pediatric chronic illnesses.Wei Peng is a Professor in the Department of Media and Information, Michigan State University. Her research focuses on the psychological and social mechanisms of behavior change and their application in the design of interactive media for health and wellness promotion.Jina Huh-Yoo is an Assistant Professor of Human-Computer Interaction at Drexel University's College of Computing & Informatics. Her research areas include human-computer interaction, health informatics, and research ethics of health informatics technologies. She was a PI of NIH and NSF-funded projects in promoting health and wellness through consumer-facing technologies.CONTACT Minjin Rheu rheuminj@msu.edu Media and Information, Michigan State University, 404 Wilson Rd, Room 414, East Lansing, MI 48823, USAABSTRACTOff-the-shelf conversational agents are permeating people’s everyday lives. In these artificial intelligence devices, trust plays a key role in users’ initial adoption and successful utilization. Factors enhancing trust toward conversational agents include appearances, voice features, and communication styles. Synthesizing such work will be useful in designing evidence-based, trustworthy conversational agents appropriate for various contexts. We conducted a systematic review of the experimental studies that investigated the effect of conversational agents’ and users’ characteristics on trust. From a full-text review of 29 articles, we identified five agent design-themes affecting trust toward conversational agents: social intelligence of the agent, voice characteristics and communication style, look of the agent, non-verbal communication, and performance quality. We also found that participants’ demographic, personality, or use context moderate the effect of these themes. We discuss implications for designing trustworthy conversational agents and responsibilities around on stereotypes and social norm building through agent design.",https://figshare.com/articles/journal_contribution/Systematic_Review_Trust-Building_Factors_and_Implications_for_Conversational_Agent_Design/12905991,,cc-by,green,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,1,1,Codex: primeira passagem governada,2026-08-30,9,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""conversational agent design""",OpenAlex,https://openalex.org/W4212891893,https://doi.org/10.1108/josm-10-2021-0402,"The TRISEC framework for optimizing conversational agent design across search, experience and credence service contexts",2022,Vera Blažević; Karim Sidaoui,article,"Purpose Service providers increasingly use conversational agents (CAs), such as chatbots, to effectively communicate with customers while managing interaction costs and providing round-the-clock customer service. Yet, the adoption and implementation of such agents in service contexts remains a hit-and-miss, and firms often struggle to balance their CAs implementation complexities and costs with relation to their service objectives, technology design and customer experiences. The purpose of this paper is to provide guidance on optimizing CA design, therefore, the authors develop a conceptual framework, TRISEC, that integrates service logic, technology design and customer experience to examine the implementation of CA solutions in search, experience and credence (SEC) contexts. Design/methodology/approach The paper draws on service marketing and communications research, combining the service context classification scheme of search, experience and credence and the technology infused service marketing triangle foci (service, technology and customer) in its conceptual development. Findings The authors find that an opportunity exists in recognizing the importance of context when designing CAs and aiming to achieve a balance between service objectives, technology design and customer experiences. Originality/value This study contributes to service management and communications research literature by providing interactive service marketing researchers with the highly generalizable TRISEC framework to aid in optimizing CA design and implementation in interactive customer communication technologies. Furthermore, the study provides an array of future research avenues. From a practical perspective, this study aims at providing managers with a means to optimize CA technology design while maintaining a balance between customer centricity and implementation complexity and costs in different service contexts.",https://doi.org/10.1108/josm-10-2021-0402,https://www.emerald.com/insight/content/doi/10.1108/JOSM-10-2021-0402/full/pdf?title=the-trisec-framework-for-optimizing-conversational-agent-design-across-search-experience-and-credence-service-contexts,cc-by,hybrid,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,2,1,Codex: primeira passagem governada,2026-08-30,10,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""conversational agent design""",OpenAlex,https://openalex.org/W4309676712,https://doi.org/10.1109/smc53654.2022.9945524,Conversational Agent Design for Algebra Tutoring,2022,Romina Soledad Albornoz-De Luise; Pablo Arnau‐González; Miguel Arevalillo‐Herráez,conference-paper,"Conversational Intelligent Tutoring Systems (CITS) in learning environments are capable of providing personalized instruction to students in different domains, to improve the learning process. This interaction between the Intelligent Tutoring System (ITS) and the user is carried out through dialogues in natural language. In this study, we use an open source framework called Rasa to adapt the original button-based user interface of an algebraic/arithmetic word problem-solving ITS to one based primarily on the use of natural language. We conducted an empirical study showing that once properly trained, our conversational agent was able to recognize the intent related to the content of the student’s message with an average accuracy above 0.95.",https://doi.org/10.1109/smc53654.2022.9945524,,,closed,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,1,1,Codex: primeira passagem governada,2026-08-30,9,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""conversational agent design""",OpenAlex,https://openalex.org/W4414107079,https://doi.org/10.1016/j.ijhcs.2025.103618,Mental health management as a social endeavour: Challenges and opportunities for conversational agent design,2025,Robert Bowman; Anja Thieme; Benjamin R. Cowan; Gavin Doherty,article,"Conversational agents (CAs) are a tempting type of computer interface for assisting people’s mental health due to their ability to simulate human-like interactions, however their integration within the broader social context of mental health management remains largely under-explored. Recognizing that managing one’s mental health is often a social rather than individual activity involving close persons such as partners, family, and friends, our research takes a social-orientation to mental health management. Utilizing design cards that depict fictional, yet plausible CA concepts, we present the analysis of an interview study with 24 young adults to understand their views on CAs for both their own use and for a close person. Participants viewed CAs as potentially valuable complements to human support, but expressed concerns about over-reliance and replacement. Our analysis reveal key tensions, design considerations, and opportunities for integrating CAs into mental health ecosystems in ways that respect and enhance existing social support structures.",https://doi.org/10.1016/j.ijhcs.2025.103618,,cc-by,hybrid,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,1,1,Codex: primeira passagem governada,2026-08-30,9,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""conversational agent design""",OpenAlex,https://openalex.org/W4395073695,https://doi.org/10.35542/osf.io/w4rtf,AI Conversational Agent Design for Supporting Learning and Well-Being of University Students,2024,Hongren Wang; Shan Tang; Chi‐Un Lei,preprint,"University students often face a myriad of challenges that can adversely affect their learning and overall health. However, re-search has shown that a minimal number of students access sup-port for their learning and well-being problems. In this project, we aim to evaluate the feasibility of using artificial intelligence (AI) chatbots powered by the generative pre-trained transformer (GPT) to support student learning and well-being. We consulted with clinical psychologists and counselors to identify objectives and iteratively develop the AI conversational agent to align closely with real-world scenarios. 63 questions from different domains students might pose are designed to assess the effectiveness and professionalism of the developed AI conversational agent’s re-sponse. The chatbot's performance was evaluated using context-specific metrics. Additionally, students were recruited to engage in conversations with the chatbot, and their feedback was collect-ed for thematic analysis. Our findings suggest that the develop-ment and evaluation of this AI conversational agent present a promising avenue for addressing student well-being concerns within university environments, while there remains a need to advance their capacity for personalized, empathetic interactions to meet users' needs and expectations fully.",https://doi.org/10.35542/osf.io/w4rtf,https://osf.io/w4rtf/download,,gold,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,2,1,Codex: primeira passagem governada,2026-08-30,10,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""conversational agent design""",OpenAlex,https://openalex.org/W7154051631,https://doi.org/10.1145/3772318.3792787,From Human Pragmatic Language Skills to Conversational Agent Design: A Systematic Review of Transfer Strategies,2026,Jiaxiong Hu; Xiwen Yao; Zeyu Huang; Danxuan Liang; Dongjie Yang; Dingdong Liu; Junze Li; Yuanhao Zhang; Xiaojuan Ma,review,"While conversational agents’ (CAs) semantic and syntactic capabilities have advanced, their pragmatic skills, using language appropriately in context, have emerged as a critical focus in practical applications. Hence, scholars integrate conversational skills derived from human-human interaction into CA designs. However, existing research mainly adopts an empirical approach and focuses on specific CA deployment, making it challenging to identify overarching patterns or develop a comprehensive methodology for transferring human pragmatic skills to CA design. Thus, we conducted a systematic review of 85 studies from primary databases (e.g., ACM, IEEE, etc.), focusing on designing CAs with human-derived conversational skills. We identified skill categories (verbal, paralinguistic, nonverbal), transfer strategies (from dialog data, theories, and via co-design), implementations, and evaluation metrics. We consolidated these insights into a four-stage design process: human skill exploration, definition, transfer, and iterative evaluation. Future research can leverage this to design CAs that achieve conversational goals through contextually appropriate language use.",https://doi.org/10.1145/3772318.3792787,,cc-by,gold,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,1,1,Codex: primeira passagem governada,2026-08-30,9,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W4396832304,https://doi.org/10.1145/3613905.3637145,Designing Conversational Agents to Support Student Teacher Learning in Virtual Reality Simulation: A Case Study,2024,Chih‐Pu Dai; Fengfeng Ke; Nuodi Zhang; Alex Barrett; Luke West; Saptarshi Bhowmik; Sherry A. Southerland; Xin Yuan,conference-paper,"Maximizing educational impacts with learning technologies is one of the areas that researchers and practitioners are concerned about in the field of Human-Computer Interaction (HCI) and human-centered artificial intelligence (HCAI). In this case study, we report user experiences and lessons learned of the Enactive Virtual Environment for teaching practice (EVETeach) with AI-powered virtual student agents called Evelyn. We conducted a user study with a case study research design. We collected multiple sources of data from 24 student teachers, including participatory observations, field notes, semi-structured interviews, computer-based conversation logs, audio-, video-, and screen-recordings, and a cognitive walkthrough. We identified the following salient emerging findings as lessons learned: 1) Student teachers value and relate to the teaching practices in virtual reality simulation with AI-powered conversational agents, 2) AI-powered conversational agents inject humor to facilitate situational and social teaching practice, and 3) AI-powered conversational student agents maintain authentic discourse to promote student teachers’ pedagogical reasoning.",https://doi.org/10.1145/3613905.3637145,,,closed,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,1,1,Codex: primeira passagem governada,2026-08-30,9,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W4407018617,https://doi.org/10.1016/j.chbr.2025.100606,"Co-designing conversational agents with older people: A scoping review of methods, challenges, and a way forward",2025,Sidonie Salomé; Lydie du Bousquet; Emmanuel Monfort,article,"Conversational agents are increasingly recognized as potential solutions to the challenges of aging. However, adapting these technologies to the specific needs of the older adults requires effective design methods that integrate end-users and relevant stakeholders throughout the development process. Co-design methods have gained popularity in this context, but the criteria for evaluating their effectiveness remain limited to basic measures of acceptability and ease of use, with little focus on their actual impact on design outcomes. This study addresses this gap by aiming to: 1) identify the structures of co-design methods tailored for older adults, 2) analyze their strengths and weaknesses, and 3) provide recommendations to optimize future applications. To achieve these goals, we conducted a scoping study using the PRISMA methodology. Searches were carried out on PsycInfo, Google Scholar, PubMed, ACM, IEEE, Web of Science and DBLP. Of the 982 articles identified, 27 projects were selected. The analysis revealed great variability in methods and highlighted the lack of consensus on optimal co-design structures for this population. In addition, most studies lacked measures to assess the influence of method diversity on design outcomes and participant experience. These findings underscore the need for a scientifically grounded design framework and guidelines to support best practices in co-design for aging-related conversational agents. Establishing such standards would reinforce methodological rigor, enable better comparability across studies, and allow for more accurate measurement of co-design impact on product effectiveness and user satisfaction. • Wide range of methods identified, no consensus on optimal co-design for aging. • Few studies assessed co-design effectiveness on actual design outcomes. • Limited data on participant engagement in co-design methods. • A large sample of participants was included, but with sampling biases.",https://doi.org/10.1016/j.chbr.2025.100606,,cc-by-nc,gold,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,1,1,Codex: primeira passagem governada,2026-08-30,9,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W4390905735,https://doi.org/10.1109/aciiw59127.2023.10388072,Designing Conversational Agents for Emotional Self-Awareness,2023,Jocelyn Shen; Kimaya Lecamwasam; Hae Won Park; Cynthia Breazeal; Rosalind W. Picard,conference-paper,"Emotional self-awareness is a crucial social-emotional skill for positive psychology and mental well-being. While prior works have used AI applications to foster emotion awareness, it is unclear what specific design features users prefer in the context of self-awareness skill practice. To better understand these features, we design, deploy, and evaluate Teddy, a mobile conversational agent that helps users practice verbalizing and reflecting on their emotions through experience sampling, affect labeling, and personal storytelling interactions. We conduct a user study with 18 days of interaction data from six participants to evaluate what aspects of Teddy contribute to emotion awareness. We find that users felt comfortable self-disclosing to the agent and found it helpful to verbalize their emotions, but desired more characteristics like social responsiveness and personalization. Based on our pilot study, we outline design insights for future work on AI agents that support practice of social-emotional skills such as emotional self-awareness.",http://dx.doi.org/10.1109/aciiw59127.2023.10388072,,,closed,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,1,1,Codex: primeira passagem governada,2026-08-30,9,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W4396832029,https://doi.org/10.1145/3613905.3638176,Designing Conversational Agents to Facilitate Patient-Physician Communication and Clinical Consultation,2024,Brenna Li,conference-paper,"Pre-consultation chatbots present a unique opportunity to benefit both patients and physicians by facilitating essential information exchange prior to appointments, streamlining the consultation process. However, existing literature on how to design, implement, and evaluate such applications is limited. My thesis addresses this gap through design and evaluation studies with patients and physicians. I use my understanding of physicians’ perspectives on synchronous consultations over text messaging to guide the development of a large-language model based pre-consultation chatbot, which I then test with patients in a real-world clinic. My next steps involve developing an interface that physicians can use to review the patient information from the chatbot before the appointment. My thesis contributes to the growing literature on medical large-language model applications in which physician and patient relationships are enhanced, not replaced. It supports a collaboration model where physicians remain responsible for making clinical decisions.",https://doi.org/10.1145/3613905.3638176,https://dl.acm.org/doi/pdf/10.1145/3613905.3638176,,gold,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,2,1,Codex: primeira passagem governada,2026-08-30,10,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W7119065527,https://doi.org/10.14236/ewic/bcshci2025.28,Designing Conversational Agents to Support Social Prescribing for Young People,2025,Minseo Cho,conference-paper,"Mental health challenges among young people are a significant global concern, yet traditional services often struggle to support them effectively. In response, there has been growing interest in innovative approaches. Social prescribing, which connects individuals with community resources to promote well-being, offers a promising alternative. However, its implementation faces several barriers around engaging young people and supporting the role of link workers. In parallel, digital technologies are opening new opportunities in mental healthcare. Among these, conversational agents are valued for their natural language interaction and ability to provide accessible, scalable support across a range of functions. In this context, this study explores how conversational agents might be integrated into the social prescribing process. Through participatory design workshops with young people and link workers, it investigates current barriers and stakeholder expectations. Grounded in the lived experiences of both users and practitioners, this research seeks to inform the design of digital tool that support more effective models of social prescribing for young people.",https://doi.org/10.14236/ewic/bcshci2025.28,https://www.scienceopen.com/document_file/1b872a29-9cf2-460c-9f63-1f36654fb733/ScienceOpen/292-Cho-BCSHCI25.pdf,cc-by,hybrid,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,2,1,Codex: primeira passagem governada,2026-08-30,10,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W4409775528,https://doi.org/10.1080/10447318.2025.2491024,Designing Conversational Agents for Older Adults: Effects of Conversational Form and Nonverbal Factors on Mobile Banking Experiences,2025,Chung-Heon Lee; Y.K. Hwang; Hayeon Song,article,"This study aims to identify ways to represent a conversational agent in the digital interface that can enhance older adults’ user experience focusing on both verbal (conversational form) and nonverbal factors (visual presence of conversational agent and background image). A total of 85 older adults participated in an experiment with a 2 (conversational agent: visual presence vs. no visual presence) × 2 (background image: present vs. absent) design, plus an additional condition with neither a conversational form nor manipulation of independent variables. Results highlights the importance of nonverbal factors especially environmental cues. Displaying a background image significantly increased perceived affective trust, while visual presence of the agent did not show any significant effects. Interestingly, there were interaction effects on perceived social presence, usefulness, and satisfaction. Findings also showed that using a conversational form can increase the likability, social presence, and perceived ease of use of the agent.",https://doi.org/10.1080/10447318.2025.2491024,,,closed,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,1,1,Codex: primeira passagem governada,2026-08-30,9,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W4403985305,https://doi.org/10.14569/ijacsa.2024.0151006,Designing Conversational Agents for Student Wellbeing,2024,Jieyu Wang; Li Zhang; Dingfang Kang; Katherina G. Pattit,article,"The innovative development of AI technology provides new possibilities and new solutions to the problems that we are facing in modern society. Student well-being status has been a major concern in well-being care, especially in the post-pandemic era. The availability and quality of well-being support have limited the accessibility of well-being resources to students. Using conversational agents (CA) or chatbots to empower student well-being care is a promising solution for universities, considering the availability and cost of implementation. This research aims to explore how CAs assist students with possible well-being concerns. We invited 96 participants to fill out surveys with their demographic information and 11 short answer questions concerning their well-being and their acceptance and expectations of CAs. The results suggested the participants accepted the use of well-being CAs with ethical concerns. Upon user acceptance, the participants expressed expectations on design features such as facial expression recognition, translation, images, personalized long-term memory, etc. Based on the results this work presents a conceptual framework and chat flows for the design of a student well-being chatbot, which provides a user-centered design example for UX designers of wellbeing. Further research will introduce detailed design discoveries and a high-fidelity CA prototype to shed light on student well-being support applications. Implementing the CA will enhance the accessibility and quality of student well-being services, fostering a healthier campus environment.",http://dx.doi.org/10.14569/ijacsa.2024.0151006,https://thesai.org/Downloads/Volume15No10/Paper_6-Designing_Conversational_Agents.pdf,cc-by,diamond,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,2,1,Codex: primeira passagem governada,2026-08-30,10,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W7154298653,https://doi.org/10.24251/hicss.2026.608,Designing Conversational Agents to Support Learning from Scientific Graphs,2026,Tim Siedenburg; Lea Kuhlmann; Philipp Staudt,conference-paper,"The need for accountability in research and an informed policy-making and society has increased demand for publicly accessible research data. However, the tendency in the scientific context to rely on graphs to illustrate findings can be challenging for users lacking domain expertise. Rooted in Conversation theory, this study explores using conversational agents to help users interpret such graphs. Using design science research, we develop and test a prototype conversational agent, addressing previously identified challenges like accessibility as well as language and education barriers in graph interpretation. While users with conversational agent access in a large-scale experiment do not demonstrate improvements in objective learning success, they report higher perceived learning, perceived empowerment and user experience, with reduced cognitive load. This research highlights the potential of large language model-based agents to improve access to complex data, offering insights into science communication as well as educational agent design and their limitations.",https://hdl.handle.net/10125/112009,,cc-by-nc-nd,green,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,1,1,Codex: primeira passagem governada,2026-08-30,9,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W4414458774,https://doi.org/10.1109/icscds65426.2025.11165793,Designing Conversational Agents in Copilot Studio for Enterprise Automation and Compliance,2025,Sarat Piridi; Nataraja kumar Koduri; Sharan Asundi,conference-paper,"The presented paper examines how conversational agents can be implemented and designed in the Microsoft Copilot Studio with a special consideration given to how they may be used to automate enterprise operations as well as comply with regulatory issues. These agents enhance the productivity, teamwork and confidence in human-AI settings in the integration of intelligent task decomposition, contextual awareness and user-role adaptivity. Research data demonstrates that Copilot Studio Agents are more accurate, efficient and user friendly, as compared to static flows. Other issues pinpointed in the paper include overdependence, ethical issues and openness. Our simulations, tests of performance evaluation, and methods of trust calibration allow us to build a complete picture of creating solid and enterprise-level conversational agents according to the perspective of compliance and automation.",https://doi.org/10.1109/icscds65426.2025.11165793,,,closed,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,3,2,1,0,Codex: primeira passagem governada,2026-08-30,6,full-text-review,"O título sugere implementação em plataforma empresarial, mas é preciso verificar se há contribuição de interação e produto além da automação técnica.",title+abstract,required
20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W2148484439,https://doi.org/10.1145/2666242.2666252,From Modeling Multimodal and Multiparty Interactions to Designing Conversational Agents,2014,Yukiko Nakano,conference-paper,"Conversational agents are expected to allow natural human-computer interaction by mimicking human communication behaviors. The users would expend less effort in using such computer systems. To build such systems, computational models of human communication are indispensable. However, such models have not yet been fully established. Therefore, analyzing and modeling human communication as the basis for designing agents are essential. In this talk, I will review previous studies from corpus analysis to system implementation, and discuss how these multiple research phases should be accomplished in a consistent way, and also why they should work closely together in creating new conversational humanoids that lead to a new relationship between humans and computers.",https://doi.org/10.1145/2666242.2666252,,,closed,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,1,1,Codex: primeira passagem governada,2026-08-30,9,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
20260831T003810Z,1.0.0,"""designing conversational agents""",OpenAlex,https://openalex.org/W7134168734,https://doi.org/10.1016/j.caeai.2026.100576,Designing conversational Agents for adaptive instructional support in business simulation gaming,2026,Anna Wenzel; Jan-Martin Geiger; Andreas Liening,article,"Adaptive instructional support that addresses individual learner differences in learning strengths, challenges, and interests is essential for engaging learners in meaningful cognitive processes and promoting learning. Although business simulation games (BSGs) are widely used for experiential entrepreneurial learning, they often provide limited formative feedback and structured reflection, which can overwhelm novice learners and exacerbate existing educational disparities. While AI-supported conversational agents (CAs) offer potential for scalable adaptive support, theory-driven guidance for their design in digital game-based learning (DGBL) remains scarce, particularly from an ethical and equity-by-design perspective. We adopted an Action Design Research approach to generate design knowledge and iteratively develop and evaluate an AI-enhanced CA, Lara, across two cycles. Grounded in educational psychology and information systems research, we derived theory-driven meta-requirements targeting cognitive, motivational, affective, and socio-cultural engagement, informed by a needs analysis conducted within a collaborative BSG context. Guided by an equity-by-design stance, we specified four design principles and fifteen design features, which together form the CAIS-GBL framework, and instantiated Lara accordingly. Evaluations with student teachers and within a field study with BSG participants indicated generally positive perceptions of Lara’s cognitive and social presence, support for self-regulated learning, perceived ease of use, and behavioral intention. Notably, perceived social presence and support for self-regulated learning increased significantly over the course of the five-week BSG. Furthermore, students’ gender, age, and prior knowledge did not significantly predict CA perceptions, whereas AI attitude and social player type did. These findings suggest that dispositions, rather than demographic or background characteristics, shape CA acceptance, indicating that Lara’s adaptive support aligns with diverse learner needs. Our study contributes 1) a functioning artifact, 2) a roadmap for equitable and adaptive instructional support in BSGs, and 3) actionable, theory-driven design knowledge for CAs in DGBL.",https://doi.org/10.1016/j.caeai.2026.100576,,cc-by-nc-nd,gold,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.,4,3,1,1,Codex: primeira passagem governada,2026-08-30,9,provisional-include,"Título e resumo tratam o design, a avaliação ou as consequências de uma interface, agente ou sistema conversacional como contribuição central. A decisão será confirmada no documento.",title+abstract,required-if-central-claim
