candidate_id,corpus_id,expanded_id,title,doi,local_path,pages,sha256,source_url,license,validation
DCM-00186-OA002,DCM-00186,,Is Conversational XAI All You Need? Human-AI Decision Making With a Conversational XAI Assistant,10.1145/3708359.3712133,library/staging/master-openalex/DCM-00186-OA002-Is-Conversational-XAI-All-You-Need-Human-AI-Decision-Making-With-.pdf,18,ca3f01d2c012fe17abca17f9c9aa12fc8ddf8f220d34b63df5bcd1c629f5db42,https://arxiv.org/pdf/2501.17546,cc-by,pdf-integral-validado-local
DCM-00231-OA003,DCM-00231,,Speed Dating with Voice User Interfaces: Understanding How Families Interact and Perceive Voice User Interfaces in a Group Setting,10.3389/frobt.2021.730992,library/staging/master-openalex/DCM-00231-OA003-Speed-Dating-with-Voice-User-Interfaces-Understanding-How-Familie.pdf,22,ea6001656cbcfcdea9bdd079f0b172474f72714d6932dc0d91c7b8b1b385cd95,https://dspace.mit.edu/bitstream/1721.1/139833.2/1/frobt-08-730992.pdf,cc-by-nc-sa,pdf-integral-validado-local
DCM-00298-OA002,DCM-00298,,Co-designing conversational agents: A comprehensive review and recommendations for best practices,10.1016/j.destud.2023.101230,library/staging/master-openalex/DCM-00298-OA002-Co-designing-conversational-agents-A-comprehensive-review-and-rec.pdf,46,c5decb4dcd0569b53a334e3c8cae21dfe6b7dd0ab0542960dab1cc25d7756b30,https://www.repository.cam.ac.uk/bitstreams/de83a48b-b345-48f3-93f1-d4da42348e3c/download,cc-by,pdf-integral-validado-local
DCM-00331-OA003,DCM-00331,,Conversing with Objects toward Fluid Human and Artificial Identities during Life Transitions,10.1145/3772318.3790474,library/staging/master-openalex/DCM-00331-OA003-Conversing-with-Objects-toward-Fluid-Human-and-Artificial-Identit.pdf,19,3659ef288292019cdb580b606271ce438ef8cb7f54652eacf541da3e3690d93a,https://arxiv.org/pdf/2601.12589,,pdf-integral-validado-local
DCM-00379-OA003,DCM-00379,,Investigating the Potential of a Conversational Agent (Phyllis) to Support Adolescent Health and Overcome Barriers to Physical Activity: Co-Design Study,10.2196/51571,library/staging/master-openalex/DCM-00379-OA003-Investigating-the-Potential-of-a-Conversational-Agent-Phyllis-to-.pdf,20,43b322e6f7f60ea47cc2d9234bc35a509ce5866e1e21b9ed52f19927d50ec09e,https://shura.shu.ac.uk/33245/1/Moore-InvestigatingThePotential%28VoR%29.pdf,cc-by,pdf-integral-validado-local
DCM-00537-OA002,DCM-00537,,Aprendizaje adaptativo del inglés como lengua extranjera con herramientas de inteligencia artificial: una revisión sistemática de la literatura,10.30827/profesorado.v29i1.30828,library/staging/master-openalex/DCM-00537-OA002-Aprendizaje-adaptativo-del-ingl-s-como-lengua-extranjera-con-herr.pdf,24,2ec1c3cd54dbf987c4711f3eb77a7408dc8556400e4d6078969cbf41abc0b3d8,https://digibug.ugr.es/bitstream/10481/104284/1/11%29%2b30828.pdf,cc-by-nc,pdf-integral-validado-local
DCM-00582-OA001,DCM-00582,,"Design thinking and the Deanly conversation: Reflections on conversation, community, and agency",10.5204/jld.v8i3.253,library/staging/master-openalex/DCM-00582-OA001-Design-thinking-and-the-Deanly-conversation-Reflections-on-conver.pdf,24,91afbcfee243ade03778135bd88d6483155351bb54e0942102462676686d336a,https://www.jld.edu.au/article/download/253/253-629-1-PB.pdf,cc-by,pdf-integral-validado-local
DCM-00625-OA002,DCM-00625,,Conversational Agents Trust Calibration,10.1145/3543829.3544518,library/staging/master-openalex/DCM-00625-OA002-Conversational-Agents-Trust-Calibration.pdf,6,09da86557d6e5f2e2783f74dfa851e4690de0462b66010b3c85284af38f1224a,https://strathprints.strath.ac.uk/82859/1/Dubiel_etal_ACM_2022_Conversational_agents_trust.pdf,,pdf-integral-validado-local
DCM-00690-OA002,DCM-00690,,Don't Believe The Hype!,10.1145/3405755.3406140,library/staging/master-openalex/DCM-00690-OA002-Don-t-Believe-The-Hype.pdf,4,5b5aeec84acc2b3cf68ff510c9975946c26f016ace31463ed8973dc205c12f40,https://discovery.dundee.ac.uk/ws/files/51397989/3405755.3406140.pdf,other-oa,pdf-integral-validado-local
DCM-00696-OA002,DCM-00696,,A need for trust in conversational interface research,10.1145/3342775.3342809,library/staging/master-openalex/DCM-00696-OA002-A-need-for-trust-in-conversational-interface-research.pdf,3,4fe147722060fa4132b099a5f72c44a9bd97d67f6cdcb244c0a835ae7bef3028,https://arxiv.org/pdf/1907.01923,,pdf-integral-validado-local
DCM-00706-OA002,DCM-00706,,After the Interface: Relocating Human Agency in the Age of Conversational AI,10.1145/3816046.3816301,library/staging/master-openalex/DCM-00706-OA002-After-the-Interface-Relocating-Human-Agency-in-the-Age-of-Convers.pdf,7,57d7552a79127c5851dd10ecc43fcf6a3c3e6c8042342981f4c8376bf8e9ac82,https://arxiv.org/pdf/2605.15064,cc-by-nc-nd,pdf-integral-validado-local
