corpus_id,title,doi,semantic_scholar_id,resolved,open_access_pdf_url,open_access_status,landing_url,retrieved_at,error
DCM-00083,Beyond What is Said,https://doi.org/10.1145/3405755.3406145,13eef6e0b84f8135084984d5fa6f72d9e040ef59,true,,,https://www.semanticscholar.org/paper/13eef6e0b84f8135084984d5fa6f72d9e040ef59,2026-09-01T00:53:01.841609+00:00,
DCM-00085,Chatbot for Social Need Screening and Resource Sharing With Vulnerable Families: Iterative Design and Evaluation Study,https://doi.org/10.2196/57114,47ec6d5f873e50bc517dc9e0a71e0f21912135d5,true,https://doi.org/10.2196/57114,GOLD,https://www.semanticscholar.org/paper/47ec6d5f873e50bc517dc9e0a71e0f21912135d5,2026-09-01T00:53:01.841609+00:00,
DCM-00087,A Survey-Based Study to Identify User Annoyances of German Voice Assistant Users,https://doi.org/10.1007/978-3-031-05544-7_20,6ddff3855777ce95399097eb099491a16d734f66,true,,CLOSED,https://www.semanticscholar.org/paper/6ddff3855777ce95399097eb099491a16d734f66,2026-09-01T00:53:01.841609+00:00,
DCM-00092,Enhancing the Natural Conversation Experience Through Conversation Analysis – A Design Method,https://doi.org/10.1007/978-3-031-48038-6_6,51e0b2e4ea36f4f916bc920657fdbcb5d9ae3859,true,,,https://www.semanticscholar.org/paper/51e0b2e4ea36f4f916bc920657fdbcb5d9ae3859,2026-09-01T00:53:01.841609+00:00,
DCM-00096,HARNESSING HUMAN-CENTRED DESIGN APPROACHES TO BUILD A CHATBOT FOR PEOPLE LIVING WITH HYPERTENSION,https://doi.org/10.1097/01.hjh.0000837428.79504.19,db3a5a86759e621e17cf4707d969144a66b23c0f,true,https://doi.org/10.1097/01.hjh.0000837428.79504.19,BRONZE,https://www.semanticscholar.org/paper/db3a5a86759e621e17cf4707d969144a66b23c0f,2026-09-01T00:53:01.841609+00:00,
DCM-00097,Designing for Healthy Food Practices: Challenges and Opportunities for Changing People’s Eating Behavior Using Persuasive Technology,https://doi.org/10.1007/978-3-031-93508-4_21,031b3b2209aef0490891f3f8c71c87916db1004b,true,,,https://www.semanticscholar.org/paper/031b3b2209aef0490891f3f8c71c87916db1004b,2026-09-01T00:53:01.841609+00:00,
DCM-00100,Breaking down barriers to warning technology adoption: usability and usefulness of a messenger app warning bot,https://doi.org/10.1515/icom-2024-0067,bd7437f7a5270346613d0da644e6a3d628c9abd7,true,https://doi.org/10.1515/icom-2024-0067,GOLD,https://www.semanticscholar.org/paper/bd7437f7a5270346613d0da644e6a3d628c9abd7,2026-09-01T00:53:01.841609+00:00,
DCM-00101,Conversational UX Design: A Practitioner's Guide to the Natural Conversation Framework,https://doi.org/10.1145/3304087,340fda13e7e78c29c2be331931979c4906ee01f6,true,,CLOSED,https://www.semanticscholar.org/paper/340fda13e7e78c29c2be331931979c4906ee01f6,2026-09-01T00:53:01.841609+00:00,
DCM-00102,Conversational UX Design,https://doi.org/10.1145/3027063.3027077,85400e03f1bdc8ca7b39fcbd056cebf474f1b4e5,true,,CLOSED,https://www.semanticscholar.org/paper/85400e03f1bdc8ca7b39fcbd056cebf474f1b4e5,2026-09-01T00:53:01.841609+00:00,
DCM-00103,Studies in Conversational UX Design,https://doi.org/10.1007/978-3-319-95579-7,85a62a77be940fad8d804006e27add1571762c3e,true,https://link.springer.com/content/pdf/bfm:978-3-319-95579-7/1?pdf=chapter%20toc,GREEN,https://www.semanticscholar.org/paper/85a62a77be940fad8d804006e27add1571762c3e,2026-09-01T00:53:01.841609+00:00,
DCM-00104,Conversational UX Design: An Introduction,https://doi.org/10.1007/978-3-319-95579-7_1,e909dc895ce5d27273bfc1f19d29564df14749f4,true,,CLOSED,https://www.semanticscholar.org/paper/e909dc895ce5d27273bfc1f19d29564df14749f4,2026-09-01T00:53:01.841609+00:00,
DCM-00105,Conversational UX design process,https://doi.org/10.1145/3304087.3304096,216089f6f136d082fee65659b1d2fac2c0a097ad,true,,CLOSED,https://www.semanticscholar.org/paper/216089f6f136d082fee65659b1d2fac2c0a097ad,2026-09-01T00:53:01.841609+00:00,
DCM-00106,Design Systems for Conversational UX,https://doi.org/10.1145/3405755.3406150,8c13ed49db42e1636baadc9d744242ce6fb90556,true,,,https://www.semanticscholar.org/paper/8c13ed49db42e1636baadc9d744242ce6fb90556,2026-09-01T00:53:01.841609+00:00,
DCM-00107,Voice-based Conversational UX Studies and Design,https://doi.org/10.1145/3170427.3170619,796781ec6a31c7fe97c136108763a8b9e1d3dd59,true,,CLOSED,https://www.semanticscholar.org/paper/796781ec6a31c7fe97c136108763a8b9e1d3dd59,2026-09-01T00:53:01.841609+00:00,
DCM-00108,A Natural Conversation Framework for Conversational UX Design,https://doi.org/10.1007/978-3-319-95579-7_9,036d60cf2c4b9da9f66a00d579ee353fe1d34e13,true,,CLOSED,https://www.semanticscholar.org/paper/036d60cf2c4b9da9f66a00d579ee353fe1d34e13,2026-09-01T00:53:01.841609+00:00,
DCM-00109,The IBM natural conversation framework: a new paradigm for conversational UX design,https://doi.org/10.1080/07370024.2022.2081571,0b3b408480bfb7d204e9bac8724b0d6445129c1e,true,,,https://www.semanticscholar.org/paper/0b3b408480bfb7d204e9bac8724b0d6445129c1e,2026-09-01T00:53:01.841609+00:00,
DCM-00110,Chatbots – Conversational UX Platforms,https://doi.org/10.1007/978-3-658-15648-0_11,b57aa4d7c2acaeb2ba4d9690dc1f30fa66614e6f,true,,CLOSED,https://www.semanticscholar.org/paper/b57aa4d7c2acaeb2ba4d9690dc1f30fa66614e6f,2026-09-01T00:53:01.841609+00:00,
DCM-00111,Generative AI: How Well Can it Understand Conversational UX?,https://doi.org/10.1109/jcsse61278.2024.10613707,e72b5ffe6fad86bf9924c98a82218c6bab38b3b4,true,,,https://www.semanticscholar.org/paper/e72b5ffe6fad86bf9924c98a82218c6bab38b3b4,2026-09-01T00:53:01.841609+00:00,
DCM-00115,Hyped but Invisible: Good UX and Good Gender Practices In and Out of the Conversational AI Sandbox,https://doi.org/10.1080/08884552.2024.2305560,d91d44e949e68ddfaf98e5ab4af7ef118cbe22f4,true,,CLOSED,https://www.semanticscholar.org/paper/d91d44e949e68ddfaf98e5ab4af7ef118cbe22f4,2026-09-01T00:53:01.841609+00:00,
DCM-00116,Smart Hospital Chatbot-Virtual Doctor Consultation and Appointment,https://doi.org/10.48175/ijarsct-2517,b309f7129fb8266be4ed99263f913aa2cd7d4411,true,https://doi.org/10.48175/ijarsct-2517,GOLD,https://www.semanticscholar.org/paper/b309f7129fb8266be4ed99263f913aa2cd7d4411,2026-09-01T00:53:01.841609+00:00,
DCM-00117,Optimizing Conversational Commerce Involving Multilingual Consumers Through Large Language Models’ Natural Language Understanding Abilities,https://doi.org/10.1007/978-3-031-60615-1_4,f19908ff566a6502970154a82ba5b89ba5f5ed8b,true,,CLOSED,https://www.semanticscholar.org/paper/f19908ff566a6502970154a82ba5b89ba5f5ed8b,2026-09-01T00:53:01.841609+00:00,
DCM-00118,Conversational UX in Textile Testing Laboratory,https://doi.org/10.1007/978-3-031-67444-0_18,,false,,,,2026-09-01T00:53:01.841609+00:00,
DCM-00119,Conversational UX in Modern Art Galleries,https://doi.org/10.1007/978-981-96-7308-7_22,,false,,,,2026-09-01T00:53:01.841609+00:00,
DCM-00123,Enhancing Electronic Retail Experiences by Leveraging Conversational UX,https://doi.org/10.1007/978-3-031-67437-2_5,,false,,,,2026-09-01T00:53:01.841609+00:00,
DCM-00124,Application of Conversational UX for Navigation at Indian Railway Stations,https://doi.org/10.1007/978-3-031-67431-0_17,,false,,,,2026-09-01T00:53:01.841609+00:00,
DCM-00126,Transforming Waste Management in India: Streamlining Practices with Conversational UX and AI,https://doi.org/10.1007/978-3-031-67444-0_46,,false,,,,2026-09-01T00:53:01.841609+00:00,
DCM-00128,AI-Driven Chatbots and Brand Perception: A Study on Conversational UX in Digital Marketing,https://doi.org/10.1109/isac364032.2025.11156800,995fdcc420a4b6d2b18086642300cdb55fd380a5,true,,,https://www.semanticscholar.org/paper/995fdcc420a4b6d2b18086642300cdb55fd380a5,2026-09-01T00:53:01.841609+00:00,
DCM-00132,Optimising Doubt-Clarification Processes for Government School Teachers in India: A Conversational UX Perspective,https://doi.org/10.1007/978-3-031-65207-3_24,,false,,,,2026-09-01T00:53:01.841609+00:00,
DCM-00148,Inside pandora’s box: a systematic review of the assessment of the perceived quality of chatbots for people with disabilities or special needs,https://doi.org/10.1080/17483107.2020.1775313,e2f79df18b739c376c792ba4e83f488514efee3b,true,https://research.utwente.nl/en/publications/4fd65ff6-63f4-4621-9479-95143486e1fb,GREEN,https://www.semanticscholar.org/paper/e2f79df18b739c376c792ba4e83f488514efee3b,2026-09-01T00:53:01.841609+00:00,
DCM-00150,Accessible conversational user interfaces,https://doi.org/10.1145/3371300.3383343,5b73e1e2a8bb764fe19e260dcab05025f21c1b5e,true,,,https://www.semanticscholar.org/paper/5b73e1e2a8bb764fe19e260dcab05025f21c1b5e,2026-09-01T00:53:01.841609+00:00,
DCM-00152,Usability guidelines and evaluation criteria for conversational user interfaces,https://doi.org/10.1145/3404983.3405505,4ed85af4622dedb88e0aa0102e762b71ec60c62b,true,,,https://www.semanticscholar.org/paper/4ed85af4622dedb88e0aa0102e762b71ec60c62b,2026-09-01T00:53:01.841609+00:00,
DCM-00162,Conversational User Interfaces and Agents,https://doi.org/10.1007/978-3-031-61375-3_4,,false,,,,2026-09-01T00:53:01.841609+00:00,
DCM-00164,Introduction to this special issue: guiding the conversation: new theory and design perspectives for conversational user interfaces,https://doi.org/10.1080/07370024.2022.2161905,b6e9ed145d18920f4ac10d955d50746aadf9ca6c,true,,,https://www.semanticscholar.org/paper/b6e9ed145d18920f4ac10d955d50746aadf9ca6c,2026-09-01T00:53:01.841609+00:00,
DCM-00165,User Preference and Categories for Error Responses in Conversational User Interfaces,https://doi.org/10.1145/3405755.3406126,bab3c42e3f091ea875d31f99024803198034c908,true,http://publica.fraunhofer.de/documents/N-593271.html,GREEN,https://www.semanticscholar.org/paper/bab3c42e3f091ea875d31f99024803198034c908,2026-09-01T00:53:01.841609+00:00,
DCM-00171,A Scalable Avatar for Conversational User Interfaces,https://doi.org/10.1007/3-540-36572-9_27,5fe9f9b080d2053784c938640434d57d5784465a,true,,CLOSED,https://www.semanticscholar.org/paper/5fe9f9b080d2053784c938640434d57d5784465a,2026-09-01T00:53:01.841609+00:00,
DCM-00176,Conversational User Interface Integration in Controlling IoT Devices Applied to Smart Agriculture: Analysis of a Chatbot System Design,https://doi.org/10.1007/978-3-030-29516-5_80,b66c319b44c90840b8abf6f712a3a59ce017c5cf,true,,,https://www.semanticscholar.org/paper/b66c319b44c90840b8abf6f712a3a59ce017c5cf,2026-09-01T00:53:01.841609+00:00,
DCM-00180,Expert Insights for Designing Conversational User Interfaces as Virtual Assistants and Companions for Older Adults with Cognitive Impairments,https://doi.org/10.1007/978-3-030-94890-0_2,3c83f2e02916ce57e5065365f40dffb2e07ceb9b,true,,CLOSED,https://www.semanticscholar.org/paper/3c83f2e02916ce57e5065365f40dffb2e07ceb9b,2026-09-01T00:53:01.841609+00:00,
DCM-00182,Time to Get Conversational: Assessment of the Potential of Conversational User Interfaces for Mobile Banking,https://doi.org/10.1145/3473856.3473872,920800384a76879602dc16b5f4868703cc17132f,true,,,https://www.semanticscholar.org/paper/920800384a76879602dc16b5f4868703cc17132f,2026-09-01T00:53:01.841609+00:00,
DCM-00185,"""What does your Agent look like?""",https://doi.org/10.1145/3290607.3312796,8f85e157b42927521a4989f2c144c252ffbed03a,true,,CLOSED,https://www.semanticscholar.org/paper/8f85e157b42927521a4989f2c144c252ffbed03a,2026-09-01T00:53:01.841609+00:00,
DCM-00189,Key Principles Pertinent to User Experience Design for Conversational User Interfaces: A Conceptual Learning Model,https://doi.org/10.1007/978-3-031-40113-8_17,2778c3420c1b7f9b920e55495058272cd3306e95,true,,CLOSED,https://www.semanticscholar.org/paper/2778c3420c1b7f9b920e55495058272cd3306e95,2026-09-01T00:53:01.841609+00:00,
DCM-00190,Conversation considered harmful?,https://doi.org/10.1145/3342775.3342796,096838d647eee40d72190a297f415520ca346b0d,true,,,https://www.semanticscholar.org/paper/096838d647eee40d72190a297f415520ca346b0d,2026-09-01T00:53:01.841609+00:00,
DCM-00194,Designing Kitchen Technologies for Ageing in Place,https://doi.org/10.1145/3463516,2caefaeab0fa136754f54e91cd7d0b6d15b3af5c,true,http://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-218291,GREEN,https://www.semanticscholar.org/paper/2caefaeab0fa136754f54e91cd7d0b6d15b3af5c,2026-09-01T00:53:01.841609+00:00,
DCM-00198,Patterns for How Users Overcome Obstacles in Voice User Interfaces,https://doi.org/10.1145/3173574.3173580,92de89fc69d687e3db5c710946b126673c6abe98,true,,CLOSED,https://www.semanticscholar.org/paper/92de89fc69d687e3db5c710946b126673c6abe98,2026-09-01T00:53:01.841609+00:00,
DCM-00201,Voice Interfaces in Everyday Life,https://doi.org/10.1145/3173574.3174214,4ace92c22a895d5e23e58de8d738df8e500d8d79,true,https://nottingham-repository.worktribe.com/output/927340,GREEN,https://www.semanticscholar.org/paper/4ace92c22a895d5e23e58de8d738df8e500d8d79,2026-09-01T00:53:01.841609+00:00,
DCM-00202,Learnability through Adaptive Discovery Tools in Voice User Interfaces,https://doi.org/10.1145/3027063.3053166,6ab942c43ea52eeeed229211262914fe47a3de82,true,,CLOSED,https://www.semanticscholar.org/paper/6ab942c43ea52eeeed229211262914fe47a3de82,2026-09-01T00:53:01.841609+00:00,
DCM-00205,Introducing a Virtual Assistant to the Lab: A Voice User Interface for the Intuitive Control of Laboratory Instruments,https://doi.org/10.1177/2472630318788040,d899c5ef75e9b9e2d9b96856913963bfff17b792,true,https://doi.org/10.1177/2472630318788040,HYBRID,https://www.semanticscholar.org/paper/d899c5ef75e9b9e2d9b96856913963bfff17b792,2026-09-01T00:53:01.841609+00:00,
DCM-00206,"Designers Characterize Naturalness in Voice User Interfaces: Their Goals, Practices, and Challenges",https://doi.org/10.1145/3411764.3445579,6f743678030331481bce59b4f9e5d49eb5eba534,true,,CLOSED,https://www.semanticscholar.org/paper/6f743678030331481bce59b4f9e5d49eb5eba534,2026-09-01T00:53:01.841609+00:00,
DCM-00207,Examining Humanness as a Metaphor to Design Voice User Interfaces,https://doi.org/10.1145/3640794.3665535,1f9309be206711ca1c2808be1df82d9e278d3d74,true,https://doi.org/10.1145/3640794.3665535,GOLD,https://www.semanticscholar.org/paper/1f9309be206711ca1c2808be1df82d9e278d3d74,2026-09-01T00:53:01.841609+00:00,
DCM-00209,Improving automotive safety by pairing driver emotion and car voice emotion,https://doi.org/10.1145/1056808.1057070,b8d7720cf2b87116a7fcd2fc25125cb18ff80f6c,true,,CLOSED,https://www.semanticscholar.org/paper/b8d7720cf2b87116a7fcd2fc25125cb18ff80f6c,2026-09-01T00:53:01.841609+00:00,
DCM-00211,Co-designing voice user interfaces with teenagers in the context of smart homes,https://doi.org/10.1145/3202185.3202744,a1dab1604e83b6b415b36ec08ccd1f4f525e930d,true,,CLOSED,https://www.semanticscholar.org/paper/a1dab1604e83b6b415b36ec08ccd1f4f525e930d,2026-09-01T00:53:01.841609+00:00,
DCM-00212,Voice+Tactile: Augmenting In-vehicle Voice User Interface with Tactile Touchpad Interaction,https://doi.org/10.1145/3313831.3376863,395baeac820075a001d755fb8f3628b6dc87ccea,true,,,https://www.semanticscholar.org/paper/395baeac820075a001d755fb8f3628b6dc87ccea,2026-09-01T00:53:01.841609+00:00,
DCM-00216,Chirp signal-based aerial acoustic communication for smart devices,https://doi.org/10.1109/infocom.2015.7218629,493acb87881235c130ae6bae7874a97dd41e2205,true,,CLOSED,https://www.semanticscholar.org/paper/493acb87881235c130ae6bae7874a97dd41e2205,2026-09-01T00:53:01.841609+00:00,
DCM-00217,Investigating differences between native english and non-native english speakers in interacting with a voice user interface,https://doi.org/10.1145/3292147.3292236,d75f570f8e62dec50dcaf2541a6d5170b38cde04,true,,CLOSED,https://www.semanticscholar.org/paper/d75f570f8e62dec50dcaf2541a6d5170b38cde04,2026-09-01T00:53:01.841609+00:00,
DCM-00218,What’s The Talk on VUI Guidelines? A Meta-Analysis of Guidelines for Voice User Interface Design,https://doi.org/10.1145/3571884.3597129,68fce8bd8595bb2eb8567fd87e0207124a0c21ee,true,,CLOSED,https://www.semanticscholar.org/paper/68fce8bd8595bb2eb8567fd87e0207124a0c21ee,2026-09-01T00:53:01.841609+00:00,
DCM-00219,Usability Methodologies for Real-Life Voice User Interfaces,https://doi.org/10.4018/jitwe.2009100105,8e7f2e09a3cb4fac2be47563087bd16635a691e3,true,,CLOSED,https://www.semanticscholar.org/paper/8e7f2e09a3cb4fac2be47563087bd16635a691e3,2026-09-01T00:53:01.841609+00:00,
DCM-00220,Development of a Heuristic Evaluation Tool for Voice User Interfaces,https://doi.org/10.1007/978-3-030-23535-2_16,9a5def5f8a9926599591eabd72218aff55f21871,true,,,https://www.semanticscholar.org/paper/9a5def5f8a9926599591eabd72218aff55f21871,2026-09-01T00:53:01.841609+00:00,
DCM-00221,VUI Influencers: How the Media Portrays Voice User Interfaces for Older Adults,https://doi.org/10.1145/3469595.3469603,235e46a27170097e9b1a26fa27bfecee18693c47,true,,,https://www.semanticscholar.org/paper/235e46a27170097e9b1a26fa27bfecee18693c47,2026-09-01T00:53:01.841609+00:00,
DCM-00223,Revolution or Evolution? Speech Interaction and HCI Design Guidelines,https://doi.org/10.1109/mprv.2019.2906991,19d5d8cab33c3c24e3b8a9acd434f8c9cf8d2b96,true,,,https://www.semanticscholar.org/paper/19d5d8cab33c3c24e3b8a9acd434f8c9cf8d2b96,2026-09-01T00:53:01.841609+00:00,
DCM-00224,VibLive: A Continuous Liveness Detection for Secure Voice User Interface in IoT Environment,https://doi.org/10.1145/3427228.3427281,7b8e00b5de09d1c112fc47111734dbc416759358,true,,CLOSED,https://www.semanticscholar.org/paper/7b8e00b5de09d1c112fc47111734dbc416759358,2026-09-01T00:53:01.841609+00:00,
DCM-00226,The impact of the physical and social embodiment of voice user interfaces on user distraction,https://doi.org/10.1016/j.ijhcs.2022.102784,ab6b93e263f185019a235fc7ef4705f738177b36,true,https://www.sciencedirect.com/science/article/am/pii/S1071581922000131,BRONZE,https://www.semanticscholar.org/paper/ab6b93e263f185019a235fc7ef4705f738177b36,2026-09-01T00:53:01.841609+00:00,
DCM-00228,"""I Can Feel Your Empathic Voice"": Effects of Nonverbal Vocal Cues in Voice User Interface",https://doi.org/10.1145/3334480.3383075,6c6e137a97ae72a42a2df824fde089691119d914,true,,,https://www.semanticscholar.org/paper/6c6e137a97ae72a42a2df824fde089691119d914,2026-09-01T00:53:01.841609+00:00,
DCM-00229,Voice user interface design for automated directory assistance,https://doi.org/10.21437/interspeech.2005-782,604783d2e9b74f9234ecba8c2ad9beb371c5b58a,true,,,https://www.semanticscholar.org/paper/604783d2e9b74f9234ecba8c2ad9beb371c5b58a,2026-09-01T00:53:01.841609+00:00,
DCM-00230,The voice user interface,https://doi.org/10.1109/glocom.1999.827565,39a8cff688aa514ed2342161965e980c7dc82bfb,true,,CLOSED,https://www.semanticscholar.org/paper/39a8cff688aa514ed2342161965e980c7dc82bfb,2026-09-01T00:53:01.841609+00:00,
DCM-00232,Integrating a Voice User Interface into a Virtual Therapy Platform,https://doi.org/10.1145/3411763.3451595,d7877ea0b5346301b9237492720e7334b79635a8,true,,CLOSED,https://www.semanticscholar.org/paper/d7877ea0b5346301b9237492720e7334b79635a8,2026-09-01T00:53:01.841609+00:00,
DCM-00233,Improving the Usability of Voice User Interfaces: A New Set of Ergonomic Criteria,https://doi.org/10.1007/978-3-030-49760-6_8,,false,,,,2026-09-01T00:53:01.841609+00:00,
DCM-00235,Voice User Interface Interaction Design Research Based on User Mental Model in Autonomous Vehicle,https://doi.org/10.1007/978-3-319-91250-9_10,a6211d5342b47f202e7656c27330b1f1e1c3a395,true,,CLOSED,https://www.semanticscholar.org/paper/a6211d5342b47f202e7656c27330b1f1e1c3a395,2026-09-01T00:53:01.841609+00:00,
DCM-00237,Voice user interface principles for a conversational agent,https://doi.org/10.1145/964442.964536,f6ab241a36264e79a0d874e2abeb70dcc76714f0,true,,CLOSED,https://www.semanticscholar.org/paper/f6ab241a36264e79a0d874e2abeb70dcc76714f0,2026-09-01T00:53:01.841609+00:00,
DCM-00239,Dynamic Voice User Interface Using VoiceXML and Active Server Pages,https://doi.org/10.1007/11610113_130,796c6306f6ada01ae50c7d4c7087bac02b90f785,true,,CLOSED,https://www.semanticscholar.org/paper/796c6306f6ada01ae50c7d4c7087bac02b90f785,2026-09-01T00:53:01.841609+00:00,
DCM-00241,Multimodal error correction for speech user interfaces,https://doi.org/10.1145/371127.371166,d38b4fb9f6eaa1ac51cd5bb6ad3442adbd34802a,true,,CLOSED,https://www.semanticscholar.org/paper/d38b4fb9f6eaa1ac51cd5bb6ad3442adbd34802a,2026-09-01T00:53:01.841609+00:00,
DCM-00243,Design and Evaluation of Voice User Interfaces: What Should One Consider?,https://doi.org/10.1007/978-3-031-35921-7_12,2a3af55bd27ae2b29f0c3b08602e441465f0771a,true,,CLOSED,https://www.semanticscholar.org/paper/2a3af55bd27ae2b29f0c3b08602e441465f0771a,2026-09-01T00:53:01.841609+00:00,
DCM-00244,Impact of English regional accents on user acceptance of voice user interfaces,https://doi.org/10.1145/1463160.1463235,47bce5b76d71af95e0d124353ed1eab8f2444476,true,https://ris.utwente.nl/ws/files/5469668/p523-niculescu.pdf,GREEN,https://www.semanticscholar.org/paper/47bce5b76d71af95e0d124353ed1eab8f2444476,2026-09-01T00:53:01.841609+00:00,
DCM-00248,"“Hey assistant, how can I become a donor?” The case of a conversational agent designed to engage people in blood donation",https://doi.org/10.1016/j.jbi.2020.103461,629eb255949a6afd18529056bed191bcfdaca137,true,https://doi.org/10.1016/j.jbi.2020.103461,BRONZE,https://www.semanticscholar.org/paper/629eb255949a6afd18529056bed191bcfdaca137,2026-09-01T00:53:01.841609+00:00,
DCM-00253,Supporting a MOOC through a Conversational Agent. Design of a First Prototype,https://doi.org/10.1109/siie.2018.8586694,c3ae48d9626c9323a3da0e71c2bd31fb9885d7e4,true,,CLOSED,https://www.semanticscholar.org/paper/c3ae48d9626c9323a3da0e71c2bd31fb9885d7e4,2026-09-01T00:53:01.841609+00:00,
DCM-00254,Heuristic Evaluation of Conversational Agents,https://doi.org/10.1145/3411764.3445312,ab059e353d60ff171b3fe19d44c7f95ceaf13ea7,true,,CLOSED,https://www.semanticscholar.org/paper/ab059e353d60ff171b3fe19d44c7f95ceaf13ea7,2026-09-01T00:53:01.841609+00:00,
DCM-00256,Acceptance and usability of a relational agent interface by urban older adults,https://doi.org/10.1145/1056808.1056879,d952250fd67d1eed476a98bf29fc798c9036ac24,true,,CLOSED,https://www.semanticscholar.org/paper/d952250fd67d1eed476a98bf29fc798c9036ac24,2026-09-01T00:53:01.841609+00:00,
DCM-00258,Conversational Agent Design for Algebra Tutoring,https://doi.org/10.1109/smc53654.2022.9945524,bf97859b513aa254c73d73cb2753c00884016c2c,true,,,https://www.semanticscholar.org/paper/bf97859b513aa254c73d73cb2753c00884016c2c,2026-09-01T00:53:01.841609+00:00,
DCM-00262,Multimodal Expressive Embodied Conversational Agent Design,https://doi.org/10.1007/978-3-031-35989-7_31,865f024b05f2299076d7c63722dbe233c6352606,true,,CLOSED,https://www.semanticscholar.org/paper/865f024b05f2299076d7c63722dbe233c6352606,2026-09-01T00:53:01.841609+00:00,
DCM-00265,Exploring the Effectiveness of Social Capabilities and Goal Alignment in Computer Supported Collaborative Learning,https://doi.org/10.1007/978-3-642-13437-1_14,5e39567ae27a70fd798d708bb67a5dc12f63e223,true,,CLOSED,https://www.semanticscholar.org/paper/5e39567ae27a70fd798d708bb67a5dc12f63e223,2026-09-01T00:53:01.841609+00:00,
DCM-00268,"Hey Google, Do You Have a Personality? Designing Personality and Personas for Conversational Agents",https://doi.org/10.1145/3469595.3469607,8478943cf741d508f3bad29708d7312d6dc56d12,true,,CLOSED,https://www.semanticscholar.org/paper/8478943cf741d508f3bad29708d7312d6dc56d12,2026-09-01T00:53:01.841609+00:00,
DCM-00274,Generalised Framework for Automated Conversational Agent Design via QFD,https://doi.org/10.1109/mercon.2019.8818945,d6865721c5fc4f1df71ca991392ea32c29824261,true,,,https://www.semanticscholar.org/paper/d6865721c5fc4f1df71ca991392ea32c29824261,2026-09-01T00:53:01.841609+00:00,
DCM-00276,Designing a Voice-Bot to Promote Better Mental Health: UX Design for Digital Therapeutics on ADHD Patients,https://doi.org/10.1145/3334480.3382948,3954abddd9375e92627df0d74e3f528d75eabe0b,true,,,https://www.semanticscholar.org/paper/3954abddd9375e92627df0d74e3f528d75eabe0b,2026-09-01T00:53:01.841609+00:00,
DCM-00277,A Dialogical Emotion Decoder for Speech Emotion Recognition in Spoken Dialog,https://doi.org/10.1109/icassp40776.2020.9053561,c427f2eef3d3f442a0b88d1d606a4b335c39b8e8,true,,,https://www.semanticscholar.org/paper/c427f2eef3d3f442a0b88d1d606a4b335c39b8e8,2026-09-01T00:53:01.841609+00:00,
DCM-00279,Discourse Behavior of Older Adults Interacting with a Dialogue Agent Competent in Multiple Topics,https://doi.org/10.1145/3484510,c22c1e15ec363af87dd307464a25d412368fc916,true,https://arxiv.org/pdf/1907.06279,GREEN,https://www.semanticscholar.org/paper/c22c1e15ec363af87dd307464a25d412368fc916,2026-09-01T00:53:01.841609+00:00,
DCM-00282,From Human Pragmatic Language Skills to Conversational Agent Design: A Systematic Review of Transfer Strategies,https://doi.org/10.1145/3772318.3792787,de2edd61377a48139b262212f5c452e929e21e68,true,https://doi.org/10.1145/3772318.3792787,GOLD,https://www.semanticscholar.org/paper/de2edd61377a48139b262212f5c452e929e21e68,2026-09-01T00:53:01.841609+00:00,
DCM-00283,Trust in Trust: a Scoping Review on Trust and Conversational Agent Design,https://doi.org/10.1145/3750069.3750090,609b3d4e06c5479d6aad2ccb661c9029f8c21867,true,https://doi.org/10.1145/3750069.3750090,GOLD,https://www.semanticscholar.org/paper/609b3d4e06c5479d6aad2ccb661c9029f8c21867,2026-09-01T00:53:01.841609+00:00,
DCM-00284,Feasibility and effectiveness of artificial intelligence-driven conversational agents in healthcare interventions: A systematic review of randomized controlled trials,https://doi.org/10.1016/j.ijnurstu.2023.104494,bb48ddce0bfdc7b3604bace07f8084ec912a5c25,true,,,https://www.semanticscholar.org/paper/bb48ddce0bfdc7b3604bace07f8084ec912a5c25,2026-09-01T00:53:01.841609+00:00,
DCM-00288,Expressive Auditory Gestures in a Voice-Based Pedagogical Agent,https://doi.org/10.1145/3491102.3517599,27ed8b4c62d5c563f3d3d911f8bffed348775ba1,true,,CLOSED,https://www.semanticscholar.org/paper/27ed8b4c62d5c563f3d3d911f8bffed348775ba1,2026-09-01T00:53:01.841609+00:00,
DCM-00291,Developing a Question Corpus for a Conversational Agent Designed to Prepare Interested Black Undergraduates for the Professoriate in STEM,https://doi.org/10.1109/respect46404.2019.8985729,0de386b373866be0b55eb453fd14cf849d2b371f,true,,,https://www.semanticscholar.org/paper/0de386b373866be0b55eb453fd14cf849d2b371f,2026-09-01T00:53:01.841609+00:00,
DCM-00292,Adapting a Conversational Text Generator for Online Chatbot Messaging,https://doi.org/10.1007/978-3-030-17705-8_8,ca555c321577acd4e243378b33cb12d6df51df22,true,,CLOSED,https://www.semanticscholar.org/paper/ca555c321577acd4e243378b33cb12d6df51df22,2026-09-01T00:53:01.841609+00:00,
DCM-00293,Using a Conversational Agent for Promoting Collaborative Language Learning,https://doi.org/10.1109/incos.2012.105,55f2d6e8c7c2554c91bdb937e629c9338f5d2c31,true,,CLOSED,https://www.semanticscholar.org/paper/55f2d6e8c7c2554c91bdb937e629c9338f5d2c31,2026-09-01T00:53:01.841609+00:00,
