candidate_id,corpus_id,title,doi,url,license,version,source_name,path,downloaded,pdf_signature,bytes,sha256,content_type,retrieved_at,error
candidate-00001-CIT20001,candidate-00001,Peningkatan Keterampilan Berpikir Kritis Mahasiswa Biologi Melalui Multimedia STEM Education,https://doi.org/10.31932/jpbio.v4i2.536,http://jurnal.stkippersada.ac.id/jurnal/index.php/JBIO/article/download/536/509,,,CIT2,library/staging/master-citations-retry/candidate-00001-CIT20001-Peningkatan-Keterampilan-Berpikir-Kritis-Mahasiswa-Biologi-Melalu.pdf,true,true,293108,33e59c6bdb4e5d4735bf84e1dce18cee0c4f8ec171c33d5c9e11ac14853ba4d0,application/pdf,2026-09-07T23:18:16.744701+00:00,
candidate-00002-CIT20002,candidate-00002,Iraqi EFL University Students' Attitudes Towards the Implementation of a Multimodal Approach on Verbal and Non-verbal Communication;,https://doi.org/10.14391/ajhs.28.162,https://www.jstage.jst.go.jp/article/ajhs/28/0/28_162/_pdf,,,CIT2,library/staging/master-citations-retry/candidate-00002-CIT20002-Iraqi-EFL-University-Students-Attitudes-Towards-the-Implementatio.pdf,true,true,785695,d30b3401506e46abf5a795d368eb7f0dc30d8c3410c492be12e18a8dc9199a5a,application/pdf;charset=UTF-8,2026-09-07T23:18:16.744701+00:00,
candidate-00003-CIT20003,candidate-00003,Reflexive Conversation: Approach to the Professional Learning of Pre-service Mathematics Teachers,https://doi.org/10.13189/ujer.2020.080516,http://www.hrpub.org/download/20200430/UJER16-19515179.pdf,,,CIT2,library/staging/master-citations-retry/candidate-00003-CIT20003-Reflexive-Conversation-Approach-to-the-Professional-Learning-of-P.pdf,false,false,0,,,2026-09-07T23:18:16.753066+00:00,"URLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010)'))"
candidate-00004-CIT20004,candidate-00004,Role Play and English Teaching,https://doi.org/10.2991/emim-16.2016.324,https://www.atlantis-press.com/article/25853480.pdf,,,CIT2,library/staging/master-citations-retry/candidate-00004-CIT20004-Role-Play-and-English-Teaching.pdf,true,true,1262141,8541fb8af8f76066092b4e04a69fee38d303d0a71851e009b36648e1772e80fa,application/pdf;charset=utf-8,2026-09-07T23:18:16.753066+00:00,
candidate-00005-CIT20005,candidate-00005,‘…This is how things are done’: Dismantling the Master-and-Apprentice design pedagogy fallacy with Social Support and Growth Mindset,https://doi.org/10.21606/drslxd.2023.045,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1448&context=learnxdesign,,,CIT2,library/staging/master-citations-retry/candidate-00005-CIT20005-This-is-how-things-are-done-Dismantling-the-Master-and-Apprentice.pdf,true,true,16373727,38bff0c5ba6bff65587c3e14c6d13b4eff6778e68c9dc3e845bb5805d5fa34ad,application/pdf,2026-09-07T23:18:16.755073+00:00,
candidate-00006-CIT20006,candidate-00006,How do users know what to say?,https://doi.org/10.1145/242485.242500,https://dl.acm.org/doi/pdf/10.1145/242485.242500,,,CIT2,library/staging/master-citations-retry/candidate-00006-CIT20006-How-do-users-know-what-to-say.pdf,false,false,0,,,2026-09-07T23:18:16.755073+00:00,<HTTPError 403: 'Forbidden'>
candidate-00007-CIT20007,candidate-00007,Note to Self: Stop Calling Interfaces “Natural”,https://doi.org/10.7146/aahcc.v1i1.21316,https://tidsskrift.dk/ashcc/article/download/21316/18787,,,CIT2,library/staging/master-citations-retry/candidate-00007-CIT20007-Note-to-Self-Stop-Calling-Interfaces-Natural.pdf,true,true,833988,51ad8cf7fc10c0cacd715ffcf5b2713c609ac363840e9e87bd42c8b0e831b70d,application/pdf,2026-09-07T23:18:16.844258+00:00,
candidate-00008-CIT20008,candidate-00008,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents,https://doi.org/10.48550/arxiv.1901.06525,http://hdl.handle.net/10468/8244,,,CIT2,library/staging/master-citations-retry/candidate-00008-CIT20008-What-Makes-a-Good-Conversation-Challenges-in-Designing-Truly-Conv.pdf,true,false,545608,97da593f86a44de0a8696415f25b5ee9408ef1d8c6003c958ccb13d16e50cd06,text/html; charset=utf-8,2026-09-07T23:18:16.844258+00:00,response-is-not-pdf
candidate-00009-CIT20009,candidate-00009,Perceptions of Digital Assistants From Early Adopters Aged 55+,https://doi.org/10.1177/1064804619842501,https://journals.sagepub.com/doi/pdf/10.1177/1064804619842501,,,CIT2,library/staging/master-citations-retry/candidate-00009-CIT20009-Perceptions-of-Digital-Assistants-From-Early-Adopters-Aged-55.pdf,false,false,0,,,2026-09-07T23:18:17.063223+00:00,<HTTPError 403: 'Forbidden'>
candidate-00010-CIT20010,candidate-00010,Exploring How Older Adults Use a Smart Speaker–Based Voice Assistant in Their First Interactions: Qualitative Study,https://doi.org/10.2196/20427,https://mhealth.jmir.org/2021/1/e20427/PDF,,,CIT2,library/staging/master-citations-retry/candidate-00010-CIT20010-Exploring-How-Older-Adults-Use-a-Smart-Speaker-Based-Voice-Assist.pdf,true,false,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,text/html; charset=UTF-8,2026-09-07T23:18:17.287309+00:00,response-is-not-pdf
