candidate_id,corpus_id,title,doi,url,license,version,source_name,path,downloaded,pdf_signature,bytes,sha256,content_type,retrieved_at,error
candidate-00001-CIT30001,candidate-00001,Lessons from applying the systematic literature review process within the software engineering domain,https://doi.org/10.1016/j.jss.2006.07.009,https://www.sciencedirect.com/science/article/pii/S016412120600197X/pdf,,,CIT3,library/staging/master-citations-2/candidate-00001-CIT30001-Lessons-from-applying-the-systematic-literature-review-process-wi.pdf,false,false,0,,,2026-09-07T23:32:20.663558+00:00,<HTTPError 403: 'Forbidden'>
candidate-00002-CIT30002,candidate-00002,Living up to the chatbot hype: The influence of anthropomorphic design cues and communicative agency framing on conversational agent and company perceptions,https://doi.org/10.1016/j.chb.2018.03.051,https://pure.uva.nl/ws/files/25443263/Living_up_to_the_chatbot_hype.pdf,,,CIT3,library/staging/master-citations-2/candidate-00002-CIT30002-Living-up-to-the-chatbot-hype-The-influence-of-anthropomorphic-de.pdf,true,true,490666,e0350ba378e1104b7a13193070bcde930dec999064998e5ec487b0265bf6ffd8,application/pdf,2026-09-07T23:32:20.666501+00:00,
candidate-00003-CIT30003,candidate-00003,The Effect of Emojis when interacting with Conversational Interface Assisted Health Coaching System,https://doi.org/10.1145/3240925.3240965,https://kops.uni-konstanz.de/server/api/core/bitstreams/d5b4fb82-748c-4440-bd61-679ff2a68007/content,,,CIT3,library/staging/master-citations-2/candidate-00003-CIT30003-The-Effect-of-Emojis-when-interacting-with-Conversational-Interfa.pdf,true,true,185012,3eefb37dd96b0348ffbd91baab95b64ac3778d13fc64b5de5e569aa497ec4d9b,application/pdf;charset=UTF-8,2026-09-07T23:32:20.666501+00:00,
candidate-00004-CIT30004,candidate-00004,How Should My Chatbot Interact? A Survey on Social Characteristics in Human–Chatbot Interaction Design,https://doi.org/10.1080/10447318.2020.1841438,https://arxiv.org/pdf/1904.02743,,,CIT3,library/staging/master-citations-2/candidate-00004-CIT30004-How-Should-My-Chatbot-Interact-A-Survey-on-Social-Characteristics.pdf,true,true,976643,2f376d0d7be572715f1aaabd8e1db66daf542351037f62fc90c93dce6e21c283,application/pdf,2026-09-07T23:32:20.666501+00:00,
candidate-00005-CIT30005,candidate-00005,The Power of Computer-Mediated Communication Theories in Explaining the Effect of Chatbot Introduction on User Experience,https://doi.org/10.24251/hicss.2020.034,http://scholarspace.manoa.hawaii.edu/bitstream/10125/63773/1/0028.pdf,,,CIT3,library/staging/master-citations-2/candidate-00005-CIT30005-The-Power-of-Computer-Mediated-Communication-Theories-in-Explaini.pdf,true,true,257864,157d9193ed322475e1412d090d6a295458bc7649be18aa8284e970fd10701071,application/pdf;charset=UTF-8,2026-09-07T23:32:20.669327+00:00,
candidate-00006-CIT30006,candidate-00006,The Effect of Social Presence and Chatbot Errors on Trust,https://doi.org/10.3390/su12010256,https://www.mdpi.com/2071-1050/12/1/256/pdf?version=1577791911,,,CIT3,library/staging/master-citations-2/candidate-00006-CIT30006-The-Effect-of-Social-Presence-and-Chatbot-Errors-on-Trust.pdf,false,false,0,,,2026-09-07T23:32:20.669327+00:00,<HTTPError 403: 'Forbidden'>
candidate-00007-CIT30007,candidate-00007,Effects of Persuasive Dialogues: Testing Bot Identities and Inquiry Strategies,https://doi.org/10.1145/3313831.3376843,https://arxiv.org/pdf/2001.04564,,,CIT3,library/staging/master-citations-2/candidate-00007-CIT30007-Effects-of-Persuasive-Dialogues-Testing-Bot-Identities-and-Inquir.pdf,true,true,2403541,8c7cda93a2d7eb11a71068242059abd604ceac786fcf8a39e9a523a2e60d5696,application/pdf,2026-09-07T23:32:20.671913+00:00,
candidate-00008-CIT30008,candidate-00008,If I Hear You Correctly: Building and Evaluating Interview Chatbots with Active Listening Skills,https://doi.org/10.1145/3313831.3376131,https://arxiv.org/pdf/2002.01862,,,CIT3,library/staging/master-citations-2/candidate-00008-CIT30008-If-I-Hear-You-Correctly-Building-and-Evaluating-Interview-Chatbot.pdf,true,true,979906,d1a219534dc49f55295563fc71354c52e8ef1a3a87b132c5866351e64a80e450,application/pdf,2026-09-07T23:32:20.680303+00:00,
candidate-00009-CIT30009,candidate-00009,"Simulating the Effects of Social Presence on Trust, Privacy Concerns & Usage Intentions in Automated Bots for Finance",,https://arxiv.org/pdf/2006.15449,,,CIT3,library/staging/master-citations-2/candidate-00009-CIT30009-Simulating-the-Effects-of-Social-Presence-on-Trust-Privacy-Concer.pdf,true,true,309613,1e81b5861d385e2d16d30f5225bcf294c201cad55f43c6d61607754e649043e2,application/pdf,2026-09-07T23:32:21.031610+00:00,
candidate-00010-CIT30010,candidate-00010,Millennials' attitude toward chatbots: an experimental study in a social relationship perspective,https://doi.org/10.1108/ijrdm-12-2019-0406,https://www.emerald.com/insight/content/doi/10.1108/IJRDM-12-2019-0406/full/pdf?title=millennials-attitude-toward-chatbots-an-experimental-study-in-a-social-relationship-perspective,,,CIT3,library/staging/master-citations-2/candidate-00010-CIT30010-Millennials-attitude-toward-chatbots-an-experimental-study-in-a-s.pdf,false,false,0,,,2026-09-07T23:32:21.031610+00:00,<HTTPError 403: 'Forbidden'>
