record_id,title,doi,pdf_path,text_path,pages,pages_with_text,page_errors,characters,text_sha256,extraction_status
DCM-00369,AI’s Influence on Non-Player Character Dialogue and Gameplay Experience,https://doi.org/10.1007/978-3-031-62281-6_6,library\staging\master\DCM-00369-AI-s-Influence-on-Non-Player-Character-Dialogue-and-Gameplay-Experience.pdf,extracted-text\local-only\master\DCM-00369-AI-s-Influence-on-Non-Player-Character-Dialogue-and-Gameplay-Experience.txt,20,20,0,49527,ce3cbbc78aeb39f086262765da82e3ba81fb894f3079a5f436d5eb891839e2be,complete
DCM-00370,Behaviour Trees for Creating Conversational Explanation Experiences,https://doi.org/10.48550/arxiv.2211.06402,library\staging\master\DCM-00370-Behaviour-Trees-for-Creating-Conversational-Explanation-Experiences.pdf,extracted-text\local-only\master\DCM-00370-Behaviour-Trees-for-Creating-Conversational-Explanation-Experiences.txt,31,31,0,58831,843e0afa5028e1a0868a365ed11e5fad3964e9feff34c6d0c4f921566ccb0abf,complete
DCM-00374,Spoken Dialogue Technology for Semi-Autonomous Cybernetic Avatars,https://doi.org/10.1007/978-981-97-3752-9_3,library\staging\master\DCM-00374-Spoken-Dialogue-Technology-for-Semi-Autonomous-Cybernetic-Avatars.pdf,extracted-text\local-only\master\DCM-00374-Spoken-Dialogue-Technology-for-Semi-Autonomous-Cybernetic-Avatars.txt,35,35,0,90238,231f63ede0d0943791a637bb4facb65ea0ab5129259e6da2b22635479380714c,complete
DCM-00375,Focus Group-Led Refinement of an LLM-Enabled Companion Robot for Older People,https://doi.org/10.1007/s12369-026-01407-w,library\staging\master\DCM-00375-Focus-Group-Led-Refinement-of-an-LLM-Enabled-Companion-Robot-for-Older-People.pdf,extracted-text\local-only\master\DCM-00375-Focus-Group-Led-Refinement-of-an-LLM-Enabled-Companion-Robot-for-Older-People.txt,20,20,0,95967,f018fc4fe29a0bbee778bf6ab2e4c882b59d070bb8a78221b2056e360d55e3d4,complete
DCM-00376,"Towards the Learning, Perception, and Effectiveness of Teachable Conversational Agents",,library\staging\master\DCM-00376-Towards-the-Learning-Perception-and-Effectiveness-of-Teachable-Conversational-Ag.pdf,extracted-text\local-only\master\DCM-00376-Towards-the-Learning-Perception-and-Effectiveness-of-Teachable-Conversational-Ag.txt,84,84,0,149852,24d3d102f8cd96b9b32bd76df411f5b5327c7d50e04da6ba4412d0b1343bb0b6,complete
DCM-00377,BIG5-CHAT: Shaping LLM Personalities Through Training on Human-Grounded Data,https://doi.org/10.18653/v1/2025.acl-long.999,library\staging\master\DCM-00377-BIG5-CHAT-Shaping-LLM-Personalities-Through-Training-on-Human-Grounded-Data.pdf,extracted-text\local-only\master\DCM-00377-BIG5-CHAT-Shaping-LLM-Personalities-Through-Training-on-Human-Grounded-Data.txt,38,38,0,165196,8110828fd13f70382b38ae696412d81ce9d1af9e504ef5f87ef093c00285e10e,complete
DCM-00378,Evaluation of ECA Gesture strategies for robust Human-Computer Interaction,,library\staging\master\DCM-00378-Evaluation-of-ECA-Gesture-strategies-for-robust-Human-Computer-Interaction.pdf,extracted-text\local-only\master\DCM-00378-Evaluation-of-ECA-Gesture-strategies-for-robust-Human-Computer-Interaction.txt,22,22,0,63074,609d3a320c9ce1f753628f19fcfda0ac01ca2302466432e6569b9632a1f35c90,complete
DCM-00381,Exploring How AI-Powered Chatbots Enhance Data-Driven Marketing Communication and Customer Engagement,https://doi.org/10.14710/southsight.202526091,library\staging\master\DCM-00381-Exploring-How-AI-Powered-Chatbots-Enhance-Data-Driven-Marketing-Communication-an.pdf,extracted-text\local-only\master\DCM-00381-Exploring-How-AI-Powered-Chatbots-Enhance-Data-Driven-Marketing-Communication-an.txt,13,13,0,43075,9c5c835bc291fb9b3f010c1e6293d29746489a6150d8a9b12906155a81d6eb09,complete
DCM-00382,BIG5-CHAT: Shaping LLM Personalities Through Training on Human-Grounded Data,https://doi.org/10.48550/arxiv.2410.16491,library\staging\master\DCM-00382-BIG5-CHAT-Shaping-LLM-Personalities-Through-Training-on-Human-Grounded-Data.pdf,extracted-text\local-only\master\DCM-00382-BIG5-CHAT-Shaping-LLM-Personalities-Through-Training-on-Human-Grounded-Data.txt,38,38,0,164943,39ed76672393ea8298aefadf790d5680b755146ae8247ba970bb8bfc502d3294,complete
DCM-00384,12 Conversational Archetypes for Human-AI Interaction,https://doi.org/10.36948/ijfmr.2024.v06i03.23226,library\staging\master\DCM-00384-12-Conversational-Archetypes-for-Human-AI-Interaction.pdf,extracted-text\local-only\master\DCM-00384-12-Conversational-Archetypes-for-Human-AI-Interaction.txt,23,23,0,70422,6d0d973768e4a94ddffeecb21a6a78e03e83dba78a9edf90f520a439fa772b9f,complete
DCM-00390,Exploring conversational agents for novice programmers: a scoping review,https://doi.org/10.1007/s44163-025-00521-4,library\staging\master\DCM-00390-Exploring-conversational-agents-for-novice-programmers-a-scoping-review.pdf,extracted-text\local-only\master\DCM-00390-Exploring-conversational-agents-for-novice-programmers-a-scoping-review.txt,27,27,0,92236,fc1bac529b6449878a62e213cad9b2fde868b1ef9a01f66469143f450274fd9b,complete
DCM-00391,Users' experiences with chatbots: findings from a questionnaire study,https://doi.org/10.1007/s41233-020-00033-2,library\staging\master\DCM-00391-Users-experiences-with-chatbots-findings-from-a-questionnaire-study.pdf,extracted-text\local-only\master\DCM-00391-Users-experiences-with-chatbots-findings-from-a-questionnaire-study.txt,14,14,0,76482,05fff714574253e2457b19528bb68eb1191fff5a9082f0ff27c38a227b9a8da6,complete
DCM-00395,AI-chatbots on the services frontline addressing the challenges and opportunities of agency,https://doi.org/10.1016/j.jretconser.2021.102735,library\staging\master\DCM-00395-AI-chatbots-on-the-services-frontline-addressing-the-challenges-and-opportunitie.pdf,extracted-text\local-only\master\DCM-00395-AI-chatbots-on-the-services-frontline-addressing-the-challenges-and-opportunitie.txt,38,38,0,82097,fe218bc20ccd25309fa2bc89dbd793c2680b98b89d9fc3fe106d1ec86b40712a,complete
DCM-00399,Opposing Effects of Response Time in Human–Chatbot Interaction,https://doi.org/10.1007/s12599-022-00755-x,library\staging\master\DCM-00399-Opposing-Effects-of-Response-Time-in-Human-Chatbot-Interaction.pdf,extracted-text\local-only\master\DCM-00399-Opposing-Effects-of-Response-Time-in-Human-Chatbot-Interaction.txt,19,19,0,90750,81314008ebf474df784f76961a3a1ab9d97e8176e739bc531264ac84434e3ce7,complete
DCM-00401,Effect of anthropomorphism and perceived intelligence in chatbot avatars of visual design on user experience: accounting for perceived empathy and trust,https://doi.org/10.3389/fcomp.2025.1531976,library\staging\master\DCM-00401-Effect-of-anthropomorphism-and-perceived-intelligence-in-chatbot-avatars-of-visu.pdf,extracted-text\local-only\master\DCM-00401-Effect-of-anthropomorphism-and-perceived-intelligence-in-chatbot-avatars-of-visu.txt,17,17,0,95310,819d36340bd79f10dcfc3a4f6d7de8eb32e2fd5440b0fd53d7e331899823d8a8,complete
DCM-00408,Designing Effective Interview Chatbots: Automatic Chatbot Profiling and Design Suggestion Generation for Chatbot Debugging,https://doi.org/10.1145/3411764.3445569,library\staging\master\DCM-00408-Designing-Effective-Interview-Chatbots-Automatic-Chatbot-Profiling-and-Design-Su.pdf,extracted-text\local-only\master\DCM-00408-Designing-Effective-Interview-Chatbots-Automatic-Chatbot-Profiling-and-Design-Su.txt,16,16,0,91000,c802d511f3ab9928a69a5023a53c262ba966328cadacca999bb0bdb6d0072a0a,complete
DCM-00409,Bots for language learning now: Current and future directions,https://doi.org/10.64152/10125/44719,library\staging\master\DCM-00409-Bots-for-language-learning-now-Current-and-future-directions.pdf,extracted-text\local-only\master\DCM-00409-Bots-for-language-learning-now-Current-and-future-directions.txt,15,15,0,50155,df61309f559c3c8359e1529d5ebc3aa4fa41deb2b8e1b6dec1ea3a5234ba1ab6,complete
DCM-00412,User experience with a parenting chatbot micro intervention,https://doi.org/10.3389/fdgth.2022.989022,library\staging\master\DCM-00412-User-experience-with-a-parenting-chatbot-micro-intervention.pdf,extracted-text\local-only\master\DCM-00412-User-experience-with-a-parenting-chatbot-micro-intervention.txt,10,10,0,44090,2a3744cf1b24946b85511736b00e40eac88c71b7e2ba19cc33346d6dee84747b,complete
DCM-00413,Entertainment Chatbot for the Digital Inclusion of Elderly People Without Abstraction Capabilities,https://doi.org/10.1109/access.2021.3080837,library\staging\master\DCM-00413-Entertainment-Chatbot-for-the-Digital-Inclusion-of-Elderly-People-Without-Abstra.pdf,extracted-text\local-only\master\DCM-00413-Entertainment-Chatbot-for-the-Digital-Inclusion-of-Elderly-People-Without-Abstra.txt,14,14,0,52834,27df3ace32b5c90776c426a67d198ab7f0faa3c68385cfcfe5b65be6bc3cb5f3,complete
DCM-00417,Artificial Empathy: User Experiences with Emotionally Intelligent Chatbots,https://doi.org/10.61838/kman.aitech.1.3.4,library\staging\master\DCM-00417-Artificial-Empathy-User-Experiences-with-Emotionally-Intelligent-Chatbots.pdf,extracted-text\local-only\master\DCM-00417-Artificial-Empathy-User-Experiences-with-Emotionally-Intelligent-Chatbots.txt,9,9,0,39280,a50ddbaa1b96cd4c06c4f3a80506c4bb66393312bb38cd7aff56022bd0947a98,complete
DCM-00422,Educational chatbots for project-based learning: investigating learning outcomes for a team-based design course,https://doi.org/10.1186/s41239-021-00302-w,library\staging\master\DCM-00422-Educational-chatbots-for-project-based-learning-investigating-learning-outcomes-.pdf,extracted-text\local-only\master\DCM-00422-Educational-chatbots-for-project-based-learning-investigating-learning-outcomes-.txt,28,28,0,91499,fb87262b3a56653507562a8f0dfbf24edec0400dcedab0b7d77115bf28bf5d0b,complete
DCM-00425,"When artificial intelligence substitutes humans in higher education: the cost of loneliness, student success, and retention",https://doi.org/10.1080/03075079.2024.2326956,library\staging\master\DCM-00425-When-artificial-intelligence-substitutes-humans-in-higher-education-the-cost-of-.pdf,extracted-text\local-only\master\DCM-00425-When-artificial-intelligence-substitutes-humans-in-higher-education-the-cost-of-.txt,16,16,0,62457,9ba45b03ef46da809ddbaab780af8401b27822ff175ccab7223241c42313fe0d,complete
DCM-00428,Advantages and Constraints of a Hybrid Model K-12 E-Learning Assistant Chatbot,https://doi.org/10.1109/access.2020.2988252,library\staging\master\DCM-00428-Advantages-and-Constraints-of-a-Hybrid-Model-K-12-E-Learning-Assistant-Chatbot.pdf,extracted-text\local-only\master\DCM-00428-Advantages-and-Constraints-of-a-Hybrid-Model-K-12-E-Learning-Assistant-Chatbot.txt,14,14,0,74239,ef969747e280079384f18b166c899845001d2835c1d9960e6ebc190e063ec05d,complete
DCM-00432,"Design conversacional de chatbots: cultura, linguagem e participação",https://doi.org/10.5753/sbsc_estendido.2023.25653,library\staging\master\DCM-00432-Design-conversacional-de-chatbots-cultura-linguagem-e-participa-o.pdf,extracted-text\local-only\master\DCM-00432-Design-conversacional-de-chatbots-cultura-linguagem-e-participa-o.txt,4,4,0,11586,15d886dd3813fa3ee879019502847e3fe367ff1c2480af9f448574ddd8d746ed,complete
DCM-00434,"Design, Comunicacao e IoT: consideracoes a respeito da experiencia de usuarios do assistente pessoal Alexa em dispositivos Echo",https://doi.org/10.5151/ergodesign2023-74,library\staging\master\DCM-00434-Design-Comunicacao-e-IoT-consideracoes-a-respeito-da-experiencia-de-usuarios-do-.pdf,extracted-text\local-only\master\DCM-00434-Design-Comunicacao-e-IoT-consideracoes-a-respeito-da-experiencia-de-usuarios-do-.txt,15,15,0,37640,787fd8b6b458c265f80712481d856b9d53edc79f489f560e14a9bfcab0567437,complete
DCM-00436,Mapeamento de Ferramentas e Diretrizes do Design de Interação Conversacional: da usabilidade à ética,https://doi.org/10.29327/xsds2025.1280353,library\staging\master\DCM-00436-Mapeamento-de-Ferramentas-e-Diretrizes-do-Design-de-Intera-o-Conversacional-da-u.pdf,extracted-text\local-only\master\DCM-00436-Mapeamento-de-Ferramentas-e-Diretrizes-do-Design-de-Intera-o-Conversacional-da-u.txt,22,22,0,50905,5295a6a1d7ebf44bcb6e7b92358c9cdf25355e1905695873655e83d152fc1303,complete
DCM-00437,“A realidade nem sempre é frustrante”: Alinhando os modelos mentais de usuários com as reais capacidades de Assistentes de Voz (AVs),https://doi.org/10.5151/ped2022-1943537,library\staging\master\DCM-00437-A-realidade-nem-sempre-frustrante-Alinhando-os-modelos-mentais-de-usu-rios-com-a.pdf,extracted-text\local-only\master\DCM-00437-A-realidade-nem-sempre-frustrante-Alinhando-os-modelos-mentais-de-usu-rios-com-a.txt,15,15,0,49986,b3603dadbaa490a30bdce76ddbac21b666c0b19a9fc4b4dad1e27aecabf47afe,complete
DCM-00438,Pesquisa qualitativa e quantitativa sobre o design de chatbots no mercado brasileiro,https://doi.org/10.5151/ergodesign2023-77,library\staging\master\DCM-00438-Pesquisa-qualitativa-e-quantitativa-sobre-o-design-de-chatbots-no-mercado-brasil.pdf,extracted-text\local-only\master\DCM-00438-Pesquisa-qualitativa-e-quantitativa-sobre-o-design-de-chatbots-no-mercado-brasil.txt,13,13,0,33941,94a2c43093d2056c0e0de902e46856fcddf0253a6bc840d710261073d9968497,complete
DCM-00439,“A realidade nem sempre é frustrante”: Alinhando os modelos mentais de usuários com as reais capacidades de Assistentes de Voz (AVs),https://doi.org/10.12957/arcosdesign.2023.71086,library\staging\master\DCM-00439-A-realidade-nem-sempre-frustrante-Alinhando-os-modelos-mentais-de-usu-rios-com-a.pdf,extracted-text\local-only\master\DCM-00439-A-realidade-nem-sempre-frustrante-Alinhando-os-modelos-mentais-de-usu-rios-com-a.txt,22,22,0,52622,7bc5cfbec0227bd3932bd4a731f966c183a547283b11a24f0963f26ed5fa32b1,complete
DCM-00440,"Os desafios éticos, técnicos e sociais na implementação de Chatbots na saúde: um estudo de caso com o Projeto Rosa.IA",https://doi.org/10.59370/rcsa.v6i1.004,library\staging\master\DCM-00440-Os-desafios-ticos-t-cnicos-e-sociais-na-implementa-o-de-Chatbots-na-sa-de-um-est.pdf,extracted-text\local-only\master\DCM-00440-Os-desafios-ticos-t-cnicos-e-sociais-na-implementa-o-de-Chatbots-na-sa-de-um-est.txt,13,13,0,44093,ddb01902210f3961cd7f180d128b10a098737d69a627074e96e2eb008fa94ae5,complete
DCM-00442,"A experiência do Usuário (UX) em Serviços Informacionais: dimensões, tecnologias e aplicações",https://doi.org/10.5007/1518-2924.2025.e103413,library\staging\master\DCM-00442-A-experi-ncia-do-Usu-rio-UX-em-Servi-os-Informacionais-dimens-es-tecnologias-e-a.pdf,extracted-text\local-only\master\DCM-00442-A-experi-ncia-do-Usu-rio-UX-em-Servi-os-Informacionais-dimens-es-tecnologias-e-a.txt,22,22,0,61331,842cdb3b72b40e27538ee0f32d89f10d302a0f384afa1f2d6c20cd372214b817,complete
DCM-00445,O futuro dos ecossistemas de pagamentos digitais em mercados emergentes: lições da América Latina,https://doi.org/10.51473/rcmos.v1i1.2023.1718,library\staging\master\DCM-00445-O-futuro-dos-ecossistemas-de-pagamentos-digitais-em-mercados-emergentes-li-es-da.pdf,extracted-text\local-only\master\DCM-00445-O-futuro-dos-ecossistemas-de-pagamentos-digitais-em-mercados-emergentes-li-es-da.txt,16,16,0,52617,72a45eb7314ce79f0396375a48b8e0db12def10266a4d7e7c9f991b43f11c43c,complete
DCM-00446,O REAL EM JOGO: DESIGN DE INTERAÇÃO E MODOS DE PARTICIPAÇÃO NOS WEBDOCUMENTÁRIOS INTERATIVOS (WDI),https://doi.org/10.56238/ixseveninternationalmultidisciplinarycongress-006,library\staging\master\DCM-00446-O-REAL-EM-JOGO-DESIGN-DE-INTERA-O-E-MODOS-DE-PARTICIPA-O-NOS-WEBDOCUMENT-RIOS-IN.pdf,extracted-text\local-only\master\DCM-00446-O-REAL-EM-JOGO-DESIGN-DE-INTERA-O-E-MODOS-DE-PARTICIPA-O-NOS-WEBDOCUMENT-RIOS-IN.txt,19,19,0,55184,904375914a00f64164f54cff55444ea8fe432963e6a313372e2569d7d654a219,complete
DCM-00447,Do código à prática,https://doi.org/10.23925/2318-7115.2026v47i1e75960,library\staging\master\DCM-00447-Do-c-digo-pr-tica.pdf,extracted-text\local-only\master\DCM-00447-Do-c-digo-pr-tica.txt,20,20,0,57988,c04a912ae1fcc6f172aaed888f49cb591b737af10e7f41c70773306a6799275e,complete
DCM-00448,Monologismo Algorítmico e Dialogismo Simulado: uma análise bakhtiniana do discurso mediado por chatbots de IA,https://doi.org/10.1590/scielopreprints.11590,library\staging\master\DCM-00448-Monologismo-Algor-tmico-e-Dialogismo-Simulado-uma-an-lise-bakhtiniana-do-discurs.pdf,extracted-text\local-only\master\DCM-00448-Monologismo-Algor-tmico-e-Dialogismo-Simulado-uma-an-lise-bakhtiniana-do-discurs.txt,26,26,0,64064,feda0a6a298edcd8ef68407e39c3b86226e954af7ace3f717e9c09fb6cd16dd8,complete
DCM-00449,Integração de Chatbots de Recursos Humanos- Um estudo de caso numa empresa no setor automóvel,,library\staging\master\DCM-00449-Integra-o-de-Chatbots-de-Recursos-Humanos-Um-estudo-de-caso-numa-empresa-no-seto.pdf,extracted-text\local-only\master\DCM-00449-Integra-o-de-Chatbots-de-Recursos-Humanos-Um-estudo-de-caso-numa-empresa-no-seto.txt,79,79,0,129985,7acf6b094694a1296c11a774c6c0b3861a432f731677a03934ffd469508ea70a,complete
DCM-00450,La comunidad multiproyectual discursiva Tinkuy-Alpha18: un ejercicio de diseño conversacional,https://doi.org/10.25100/nc.v1i13.762,library\staging\master\DCM-00450-La-comunidad-multiproyectual-discursiva-Tinkuy-Alpha18-un-ejercicio-de-dise-o-co.pdf,extracted-text\local-only\master\DCM-00450-La-comunidad-multiproyectual-discursiva-Tinkuy-Alpha18-un-ejercicio-de-dise-o-co.txt,16,16,0,46963,19c5f591797756cfd6227f1add450b7dfdfdee85fcabcefb61532625ae5b4a23,complete
DCM-00454,Metalinguistic skills in children from 5 to 7 years old.,,library\staging\master\DCM-00454-Metalinguistic-skills-in-children-from-5-to-7-years-old.pdf,extracted-text\local-only\master\DCM-00454-Metalinguistic-skills-in-children-from-5-to-7-years-old.txt,11,11,0,36004,4d03f7f81ad5c74c49ea43b3b430e563675660306a4a4324b483c7e6a38b7248,complete
DCM-00455,La inteligencia artificial en el desarrollo de las competencias digitales de los educadores: Una revisión sistemática,https://doi.org/10.62697/rmiie.v3i2.85,library\staging\master\DCM-00455-La-inteligencia-artificial-en-el-desarrollo-de-las-competencias-digitales-de-los.pdf,extracted-text\local-only\master\DCM-00455-La-inteligencia-artificial-en-el-desarrollo-de-las-competencias-digitales-de-los.txt,9,9,0,36877,10d9d26cd5733da6f7ccab08bc9cf55d1236e5f642664bd05c993b70773bd03e,complete
DCM-00456,"Chatbots educativos basados en mensajería instantánea (whatsapp) para educación superior en regiones amazónicas: revisión de modelos, aplicaciones y desafíos de conectividad",https://doi.org/10.56712/latam.v7i2.5657,library\staging\master\DCM-00456-Chatbots-educativos-basados-en-mensajer-a-instant-nea-whatsapp-para-educaci-n-su.pdf,extracted-text\local-only\master\DCM-00456-Chatbots-educativos-basados-en-mensajer-a-instant-nea-whatsapp-para-educaci-n-su.txt,16,15,0,42582,9cc6457c25769bdc4d0180323c0967044960822b035921b13009392a7389a268,partial-page-coverage
DCM-00457,Automatización del soporte al cliente mediante un chatbot con IA integrado al CRM: caso de estudio empresa EDITRATECH,https://doi.org/10.63549/rg.v5i3.705,library\staging\master\DCM-00457-Automatizaci-n-del-soporte-al-cliente-mediante-un-chatbot-con-IA-integrado-al-CR.pdf,extracted-text\local-only\master\DCM-00457-Automatizaci-n-del-soporte-al-cliente-mediante-un-chatbot-con-IA-integrado-al-CR.txt,14,14,0,29427,90e317108ca4003912461aa9ee4d4b1561a2cf57f5f47008d9cfb5ec4d882ede,complete
DCM-00460,Efecto de los estilos conversacionales en la interacción con asistentes virtuales,,library\staging\master\DCM-00460-Efecto-de-los-estilos-conversacionales-en-la-interacci-n-con-asistentes-virtuale.pdf,extracted-text\local-only\master\DCM-00460-Efecto-de-los-estilos-conversacionales-en-la-interacci-n-con-asistentes-virtuale.txt,48,48,0,74338,a1caeb0ef2fb37170fdc8b0aedd4578d58a966587db00b72fef42489a5cecfdd,complete
DCM-00461,Chatbots con IA en Salud: Revisión Narrativa del Impacto en la Experiencia del Paciente y la Eficiencia Administrativa en Colombia,https://doi.org/10.37811/cl_rcm.v10i3.24125,library\staging\master\DCM-00461-Chatbots-con-IA-en-Salud-Revisi-n-Narrativa-del-Impacto-en-la-Experiencia-del-Pa.pdf,extracted-text\local-only\master\DCM-00461-Chatbots-con-IA-en-Salud-Revisi-n-Narrativa-del-Impacto-en-la-Experiencia-del-Pa.txt,12,12,0,25867,13983937f202a1f60653efa79dfcdf5b3fee12b8b5868b8b5a004e2c82e5512a,complete
DCM-00463,Sistema inteligente de gestión y agendamiento de citas para barberías,,library\staging\master\DCM-00463-Sistema-inteligente-de-gesti-n-y-agendamiento-de-citas-para-barber-as.pdf,extracted-text\local-only\master\DCM-00463-Sistema-inteligente-de-gesti-n-y-agendamiento-de-citas-para-barber-as.txt,28,28,0,35021,800786108326b164729086a52388afdaa13be76d2e9655dc63720a67cdfd7cdd,complete
