candidate_id,corpus_id,title,doi,url,license,version,source_name,path,downloaded,pdf_signature,bytes,sha256,content_type,retrieved_at,error
candidate-00001-CIT40001,candidate-00001,Usability testing of a healthcare chatbot: Can we use conventional methods to assess conversational user interfaces?,https://doi.org/10.1145/3335082.3335094,https://pure.ulster.ac.uk/ws/files/77598628/ECCE_2019_paper_39.pdf,,,CIT4,library/staging/master-citations-3/candidate-00001-CIT40001-Usability-testing-of-a-healthcare-chatbot-Can-we-use-conventional.pdf,true,true,3686769,bfabbaa6463e258f20fad2711a18c66d2205d2c2f012765bdf1ae430cf14f580,application/pdf,2026-09-07T23:36:58.799973+00:00,
candidate-00002-CIT40002,candidate-00002,Design and Evaluation Challenges of Conversational Agents in Health Care and Well-being: Selective Review Study,https://doi.org/10.2196/38525,https://www.jmir.org/2022/11/e38525/PDF,,,CIT4,library/staging/master-citations-3/candidate-00002-CIT40002-Design-and-Evaluation-Challenges-of-Conversational-Agents-in-Heal.pdf,true,false,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,text/html; charset=UTF-8,2026-09-07T23:36:58.800557+00:00,response-is-not-pdf
candidate-00003-CIT40003,candidate-00003,Great Chain of Agents: The Role of Metaphorical Representation of Agents in Conversational Crowdsourcing,https://doi.org/10.1145/3491102.3517653,https://dl.acm.org/doi/pdf/10.1145/3491102.3517653,,,CIT4,library/staging/master-citations-3/candidate-00003-CIT40003-Great-Chain-of-Agents-The-Role-of-Metaphorical-Representation-of-.pdf,false,false,0,,,2026-09-07T23:36:58.804733+00:00,<HTTPError 403: 'Forbidden'>
candidate-00004-CIT40004,candidate-00004,Best Practices for Designing Chatbots in Mental Healthcare – A Case Study on iHelpr,https://doi.org/10.14236/ewic/hci2018.129,https://www.scienceopen.com/document_file/ae1b4701-1445-480b-ae95-9d3c393b5028/ScienceOpen/BHCI-2018_Cameron.pdf,,,CIT4,library/staging/master-citations-3/candidate-00004-CIT40004-Best-Practices-for-Designing-Chatbots-in-Mental-Healthcare-A-Case.pdf,false,false,0,,,2026-09-07T23:36:58.804733+00:00,<HTTPError 403: 'Forbidden'>
candidate-00005-CIT40005,candidate-00005,Designing Virtual In-vehicle Assistants: Design Guidelines for Creating a Convincing User Experience,https://doi.org/10.17705/1thci.00113,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1118&context=thci,,,CIT4,library/staging/master-citations-3/candidate-00005-CIT40005-Designing-Virtual-In-vehicle-Assistants-Design-Guidelines-for-Cre.pdf,false,false,0,,,2026-09-07T23:36:58.809416+00:00,<HTTPError 403: 'Forbidden'>
candidate-00006-CIT40006,candidate-00006,"Beyond interaction: Generative AI in conversational marketing - foundations, developments, and future directions",https://doi.org/10.15637/jlecon.2294,https://journals.gen.tr/index.php/jlecon/article/download/2294/1543,,,CIT4,library/staging/master-citations-3/candidate-00006-CIT40006-Beyond-interaction-Generative-AI-in-conversational-marketing-foun.pdf,true,true,529842,6a074896fe5d892e4d60829651f697b1130ec32b8854511288f36521f88547a7,application/pdf,2026-09-07T23:36:58.810766+00:00,
candidate-00007-CIT40007,candidate-00007,Addressing UX Practitioners’ Challenges in Designing ML Applications: an Interactive Machine Learning Approach,https://doi.org/10.1145/3581641.3584064,https://dl.acm.org/doi/pdf/10.1145/3581641.3584064,,,CIT4,library/staging/master-citations-3/candidate-00007-CIT40007-Addressing-UX-Practitioners-Challenges-in-Designing-ML-Applicatio.pdf,false,false,0,,,2026-09-07T23:36:58.903263+00:00,<HTTPError 403: 'Forbidden'>
candidate-00008-CIT40008,candidate-00008,"""Are we all in the same boat?"" Customizable and Evolving Avatars to Improve Worker Engagement and Foster a Sense of Community in Online Crowd Work",https://doi.org/10.1145/3613904.3642429,https://dl.acm.org/doi/pdf/10.1145/3613904.3642429,,,CIT4,library/staging/master-citations-3/candidate-00008-CIT40008-Are-we-all-in-the-same-boat-Customizable-and-Evolving-Avatars-to-.pdf,false,false,0,,,2026-09-07T23:36:58.919216+00:00,<HTTPError 403: 'Forbidden'>
candidate-00009-CIT40009,candidate-00009,Estimating Conversational Styles in Conversational Microtask Crowdsourcing,https://doi.org/10.1145/3392837,https://dl.acm.org/doi/pdf/10.1145/3392837,,,CIT4,library/staging/master-citations-3/candidate-00009-CIT40009-Estimating-Conversational-Styles-in-Conversational-Microtask-Crow.pdf,false,false,0,,,2026-09-07T23:36:59.177168+00:00,<HTTPError 403: 'Forbidden'>
candidate-00010-CIT40010,candidate-00010,Trainbot: A Conversational Interface to Train Crowd Workers for Delivering On-Demand Therapy,https://doi.org/10.1609/hcomp.v8i1.7458,https://ojs.aaai.org/index.php/HCOMP/article/download/7458/7303,,,CIT4,library/staging/master-citations-3/candidate-00010-CIT40010-Trainbot-A-Conversational-Interface-to-Train-Crowd-Workers-for-De.pdf,true,true,1457741,24509f270dddb8b64c7516c9880f7bca2e08c2e74fa9e2216a53b6ef49afaac8,application/pdf,2026-09-07T23:36:59.179184+00:00,
